WaferID,SampleID,Wafer_orientation,WGColor,Trial,Operator,LEDcolor,Samplelocation,Samplenumber,Exitnumber,Cameranumber,MTF30_x,MTF30_y,MTF_x_15lp,MTF_y_15lp,MTF_x_7p5lp,MTF_y_7p5lp,CRA_dx_pixel,CRA_dy_pixel,raytilt_x_arcsec,raytilt_y_arcsec,rel_cross_pos_x_pixel,rel_cross_pos_y_pixel,CRA_x_arcmin,CRA_y_arcmin,CRA_x_raytilt_arcmin,CRA_y_raytilt_arcmin,Diff_CRA_x_arcmin,Diff_CRA_y_arcmin,Diff_CRA_x_raytilt_arcmin,Diff_CRA_y_raytilt_arcmin,Diff_rel_cross_pos_x_arcmin,Diff_rel_cross_pos_y_arcmin,Rel_CRA_x_arcmin,Rel_CRA_y_arcmin,Rel_CRA_x_raytilt_arcmin,Rel_CRA_y_raytilt_arcmin,Rel_rel_cross_pos_x_arcmin,Rel_rel_cross_pos_y_arcmin
19B167.04,19B167.04.12,clockwise90deg,RedRight,3,Alex,red,12,2,1,1,16.675,12.0444,0.364,0.184,0.567,0.6155,11.681,-15.237,156.2,-172.7,13.9,-19.8,-2.8573,3.7271,-2.6033,2.8783,-3.2648,3.1948,-3.03,2.3767,-3.2533,3.1799,-2.8639,3.7036,-2.6117,2.855,-2.8619,3.6936
19B167.04,19B167.04.22,clockwise90deg,RedRight,3,Alex,red,22,3,1,1,19.5385,17.7037,0.427,0.374,0.7715,0.7035,-7.028,-7.424,-119.6,-57.7,-4.8,-12,1.7191,1.816,1.9933,0.96167,1.2042,1.3378,1.4883,0.51667,1.1986,1.3209,1.7125,1.7925,1.985,0.93833,1.7123,1.7856
19B167.04,19B167.04.21,clockwise90deg,RedRight,3,Alex,red,21,4,1,1,19.32,17.5556,0.434,0.378,0.796,0.778,-3.93,-1.262,-72.9,32,-1.7,-5.9,0.96131,0.3087,1.215,-0.53333,0.52175,-0.12548,0.77833,-0.93833,0.51368,-0.1223,0.95471,0.28521,1.2067,-0.55667,0.95397,0.29353
19B167.04,19B167.04.31,clockwise90deg,RedRight,3,Alex,red,31,5,1,1,19.6,19.1111,0.442,0.432,0.788,0.7925,-3.507,0.881,-66.1,64.5,-1.3,-3.7,0.85784,-0.2155,1.1017,-1.075,0.363,-0.63598,0.60667,-1.4633,0.36691,-0.63598,0.85124,-0.23898,1.0933,-1.0983,0.85613,-0.24461
19B167.04,19B167.04.32,clockwise90deg,RedRight,3,Alex,red,32,6,1,1,20.1364,18.3846,0.453,0.413,0.8105,0.829,-4.827,-18.619,-85.8,-222.2,-2.6,-23.2,1.1807,4.5544,1.43,3.7033,0.73236,4.0666,0.99,3.2367,0.73383,4.0605,1.1741,4.5309,1.4217,3.68,1.1741,4.5253
19B167.04,19B167.04.11,clockwise90deg,RedRight,3,Alex,green,11,1,1,1,16.2222,8.7727,0.335,0.057,0.5805,0.3855,16.856,3.221,232.4,98,19.1,-1.4,-4.1231,-0.78789,-3.8733,-1.6333,-4.3173,-1.0198,-4.08,-1.8267,-4.3296,-1.0274,-4.1383,-0.79816,-3.89,-1.6383,-4.1339,-0.80721
19B167.04,19B167.04.12,clockwise90deg,RedRight,3,Alex,green,12,2,1,1,5.3043,7.2817,0.076,0.056,0.1105,0.2845,12.757,-20.371,171,-248,15,-25,-3.1205,4.9829,-2.85,4.1333,-3.3414,4.5869,-3.0683,3.7617,-3.3511,4.5986,-3.1356,4.9727,-2.8667,4.1283,-3.131,4.9656
19B167.04,19B167.04.22,clockwise90deg,RedRight,3,Alex,green,22,3,1,1,15.16,14.0435,0.304,0.278,0.593,0.49,-9.269,-6.44,-151.7,-43.2,-7,-11.1,2.2673,1.5753,2.5283,0.72,1.9128,1.2226,2.1717,0.405,1.9079,1.223,2.2521,1.565,2.5117,0.715,2.2504,1.5655
19B167.04,19B167.04.21,clockwise90deg,RedRight,3,Alex,green,21,4,1,1,15.4688,12.0909,0.315,0.21,0.5985,0.5335,-5.213,1.807,-92.6,77.2,-3,-2.8,1.2751,-0.44201,1.5433,-1.2867,0.98773,-0.64577,1.2583,-1.4567,1.0029,-0.63598,1.26,-0.45228,1.5267,-1.2917,1.272,-0.46476
19B167.04,19B167.04.31,clockwise90deg,RedRight,3,Alex,green,31,5,1,1,12.825,10.1224,0.226,0.153,0.552,0.463,-3.944,4.412,-72.6,115.3,-1.7,-0.2,0.96474,-1.0792,1.21,-1.9217,0.64528,-1.2842,0.87667,-2.095,0.63598,-1.272,0.94957,-1.0895,1.1933,-1.9267,0.95397,-1.1007
19B167.04,19B167.04.32,clockwise90deg,RedRight,3,Alex,green,32,6,1,1,14.0909,10.6981,0.27,0.173,0.6025,0.501,-4.242,-22.18,-77.6,-275.2,-2,-26.8,1.0376,5.4254,1.2933,4.5867,0.7145,5.046,0.96833,4.235,0.70937,5.0389,1.0225,5.4151,1.2767,4.5817,1.0274,5.4059
19B302.18,19B302.18.11,clockwise90deg,BlueRight,1,Alex,blue,11,1,1,1,18,21.6667,0.388,0.464,0.679,0.722,-0.357,-10.125,-20.5,-98,1.9,-14.7,0.087325,2.4767,0.34167,1.6333,-0.075584,2.2846,0.15833,1.4733,-0.073383,2.2749,0.095887,2.4842,0.34,1.6567,0.097844,2.4705
19B302.18,19B302.18.12,clockwise90deg,BlueRight,1,Alex,blue,12,2,1,1,16.5172,23,0.344,0.507,0.6345,0.742,0.804,-9.163,-3.9,-83,3,-13.8,-0.19667,2.2414,0.065,1.3833,-0.36496,2.0219,-0.105,1.1867,-0.36691,2.0303,-0.1881,2.2489,0.063333,1.4067,-0.17123,2.2504
19B302.18,19B302.18.22,clockwise90deg,BlueRight,1,Alex,blue,22,3,1,1,17.5862,21.8095,0.375,0.473,0.6635,0.7145,-2.435,-8.562,-51.2,-74.6,-0.2,-13.2,0.59562,2.0943,0.85333,1.2433,0.41192,1.8632,0.655,1.0467,0.41584,1.859,0.60418,2.1019,0.85167,1.2667,0.61152,2.1036
19B302.18,19B302.18.21,clockwise90deg,BlueRight,1,Alex,blue,21,4,1,1,17.1034,21,0.359,0.438,0.644,0.6775,-1.017,-9.116,-30.3,-82.3,1.2,-13.7,0.24877,2.2299,0.505,1.3717,0.082922,2.0601,0.335,1.2333,0.097844,2.0547,0.25733,2.2374,0.50333,1.395,0.26907,2.2259
19B302.18,19B302.18.31,clockwise90deg,BlueRight,1,Alex,blue,31,5,1,1,20.625,22.7,0.433,0.485,0.696,0.7335,-0.097,-8.26,-17.2,-70.3,2.1,-12.9,0.023727,2.0205,0.28667,1.1717,-0.18174,1.8135,0.081667,1.0033,-0.17123,1.8101,0.032288,2.0281,0.285,1.195,0.048922,2.0303
19B302.18,19B302.18.32,clockwise90deg,BlueRight,1,Alex,blue,32,6,1,1,7.4615,6.9718,0.096,0.093,0.298,0.2725,1.404,-7.663,5.6,-62.2,3.6,-12.3,-0.34343,1.8744,-0.093333,1.0367,-0.54548,1.6381,-0.30333,0.83833,-0.53814,1.6389,-0.33487,1.882,-0.095,1.06,-0.31799,1.8835
19B302.18,19B302.18.11,clockwise90deg,BlueRight,1,Alex,green,11,1,1,1,22.1667,25.9,0.49,0.553,0.756,0.781,0.067,-13.54,-15.4,-147.4,2.3,-18.2,-0.016389,3.312,0.25667,2.4567,-0.23091,3.0583,0.033333,2.2267,-0.22015,3.0821,-0.031555,3.3017,0.24,2.4517,-0.024461,3.3022
19B302.18,19B302.18.12,clockwise90deg,BlueRight,1,Alex,green,12,2,1,1,21.1,25.4545,0.468,0.548,0.725,0.7845,1.003,-10.875,-1.6,-109.3,3.2,-15.5,-0.24534,2.6601,0.026667,1.8217,-0.44299,2.3098,-0.18,1.5117,-0.4403,2.3238,-0.26051,2.6498,0.01,1.8167,-0.24461,2.6418
19B302.18,19B302.18.22,clockwise90deg,BlueRight,1,Alex,green,22,3,1,1,20.8095,24.85,0.462,0.548,0.7265,0.7605,-1.53,-11.621,-38.4,-119.3,0.7,-16.2,0.37425,2.8426,0.64,1.9883,0.15582,2.4319,0.41833,1.6017,0.14677,2.4216,0.35909,2.8323,0.62333,1.9833,0.36691,2.813
19B302.18,19B302.18.21,clockwise90deg,BlueRight,1,Alex,green,21,4,1,1,21.7273,25.35,0.478,0.542,0.741,0.7635,-0.206,-11.646,-18.8,-119.9,2,-16.3,0.050389,2.8487,0.31333,1.9983,-0.15386,2.609,0.105,1.7967,-0.14677,2.6173,0.035224,2.8384,0.29667,1.9933,0.048922,2.8375
19B302.18,19B302.18.31,clockwise90deg,BlueRight,1,Alex,green,31,5,1,1,21.0909,24.9048,0.471,0.545,0.7455,0.777,-1.289,-9.415,-34.3,-86.4,0.9,-14,0.3153,2.303,0.57167,1.44,0.053814,2.0603,0.30667,1.2333,0.073383,2.0547,0.30014,2.2927,0.555,1.435,0.31799,2.2749
19B302.18,19B302.18.32,clockwise90deg,BlueRight,1,Alex,green,32,6,1,1,12.3333,12,0.236,0.226,0.4665,0.4805,0.962,-8.549,-1.8,-74,3.2,-13.2,-0.23531,2.0912,0.03,1.2333,-0.47821,1.7181,-0.21833,0.88667,-0.48922,1.7367,-0.25048,2.0809,0.013333,1.2283,-0.24461,2.0792
19B302.18,19B302.18.11,clockwise90deg,BlueRight,2,Alex,blue,11,1,1,1,18.1923,21.75,0.392,0.465,0.684,0.7225,-0.344,-10.097,-21,-96.4,1.9,-14.7,0.084145,2.4698,0.35,1.6067,-0.092951,2.28,0.16833,1.45,-0.097844,2.2749,0.092707,2.4774,0.34833,1.63,0.097844,2.4705
19B302.18,19B302.18.12,clockwise90deg,BlueRight,2,Alex,blue,12,2,1,1,17.3478,22.0714,0.35,0.461,0.659,0.732,0.916,-9.109,-2.4,-82.7,3.1,-13.7,-0.22406,2.2281,0.04,1.3783,-0.39162,2.0158,-0.14167,1.1983,-0.39137,2.0058,-0.2155,2.2357,0.038333,1.4017,-0.19569,2.2259
19B302.18,19B302.18.22,clockwise90deg,BlueRight,2,Alex,blue,22,3,1,1,18.0385,21.2632,0.38,0.464,0.648,0.7095,-2.443,-8.64,-51.8,-75.3,-0.2,-13.3,0.59758,2.1134,0.86333,1.255,0.40214,1.8869,0.665,1.065,0.39137,1.9079,0.60614,2.121,0.86167,1.2783,0.61152,2.1281
19B302.18,19B302.18.21,clockwise90deg,BlueRight,2,Alex,blue,21,4,1,1,17.1429,20.9375,0.36,0.431,0.6475,0.6735,-0.966,-9.285,-29.7,-84.5,1.3,-13.9,0.23629,2.2712,0.495,1.4083,0.063109,2.0987,0.30167,1.2683,0.048922,2.1036,0.24485,2.2788,0.49333,1.4317,0.24461,2.2749
19B302.18,19B302.18.31,clockwise90deg,BlueRight,2,Alex,blue,31,5,1,1,20.0769,23.4706,0.44,0.501,0.705,0.7485,-0.043,-8.144,-16.7,-68.6,2.2,-12.8,0.010518,1.9921,0.27833,1.1433,-0.19593,1.7896,0.068333,0.96333,-0.19569,1.8101,0.019079,1.9997,0.27667,1.1667,0.024461,2.0058
19B302.18,19B302.18.32,clockwise90deg,BlueRight,2,Alex,blue,32,6,1,1,7.6471,6.9722,0.103,0.082,0.3075,0.272,1.694,-7.583,9.1,-59.7,3.9,-12.2,-0.41437,1.8549,-0.15167,0.995,-0.59954,1.6377,-0.34333,0.795,-0.58706,1.6389,-0.40581,1.8625,-0.15333,1.0183,-0.39137,1.859
19B302.18,19B302.18.11,clockwise90deg,BlueRight,2,Alex,green,11,1,1,1,22.375,25.8,0.497,0.551,0.7635,0.7795,0.141,-13.57,-13.6,-147.8,2.4,-18.2,-0.03449,3.3193,0.22667,2.4633,-0.24339,3.0782,0.0066667,2.2467,-0.24461,3.0821,-0.049656,3.3091,0.21,2.4583,-0.048922,3.3022
19B302.18,19B302.18.12,clockwise90deg,BlueRight,2,Alex,green,12,2,1,1,21.7083,25.45,0.475,0.554,0.727,0.7885,0.88,-10.605,-3.2,-104.8,3.1,-15.2,-0.21526,2.5941,0.053333,1.7467,-0.40801,2.2746,-0.15167,1.4567,-0.41584,2.2749,-0.23042,2.5838,0.036667,1.7417,-0.22015,2.5684
19B302.18,19B302.18.22,clockwise90deg,BlueRight,2,Alex,green,22,3,1,1,21.5714,25.1053,0.474,0.549,0.7315,0.7605,-1.506,-11.596,-37.7,-119.1,0.7,-16.2,0.36838,2.8365,0.62833,1.985,0.1294,2.475,0.37667,1.6517,0.14677,2.4705,0.35322,2.8262,0.61167,1.98,0.36691,2.813
19B302.18,19B302.18.21,clockwise90deg,BlueRight,2,Alex,green,21,4,1,1,22.381,25.3158,0.49,0.534,0.749,0.76,-0.216,-11.578,-18.9,-119.2,2,-16.2,0.052836,2.8321,0.315,1.9867,-0.16584,2.596,0.096667,1.7867,-0.17123,2.5929,0.03767,2.8218,0.29833,1.9817,0.048922,2.813
19B302.18,19B302.18.31,clockwise90deg,BlueRight,2,Alex,green,31,5,1,1,21.7273,25.5556,0.486,0.557,0.765,0.7845,-1.252,-9.403,-33.6,-87.2,1,-14,0.30625,2.3001,0.56,1.4533,0.031065,2.0625,0.27833,1.2467,0.024461,2.0547,0.29108,2.2898,0.54333,1.4483,0.29353,2.2749
19B302.18,19B302.18.32,clockwise90deg,BlueRight,2,Alex,green,32,6,1,1,12.7,11.2857,0.243,0.19,0.4855,0.465,1.22,-8.378,1.7,-72,3.4,-13,-0.29842,2.0493,-0.028333,1.2,-0.5489,1.6934,-0.27,0.88,-0.53814,1.6878,-0.31359,2.0391,-0.045,1.195,-0.29353,2.0303
19B302.18,19B302.18.11,clockwise90deg,BlueRight,3,Alex,blue,11,1,1,1,18.2593,21.7368,0.4,0.465,0.6935,0.72,-0.269,-10.125,-19.5,-97.1,2,-14.7,0.0658,2.4767,0.325,1.6183,-0.10445,2.2795,0.14167,1.45,-0.1223,2.2749,0.074361,2.4842,0.32333,1.6417,0.073383,2.4705
19B302.18,19B302.18.12,clockwise90deg,BlueRight,3,Alex,blue,12,2,1,1,17.4074,22.5556,0.364,0.483,0.6475,0.736,0.889,-8.975,-3.3,-80.9,3.1,-13.6,-0.21746,2.1954,0.055,1.3483,-0.3811,1.9928,-0.12333,1.17,-0.36691,2.0058,-0.2089,2.2029,0.053333,1.3717,-0.19569,2.2015
19B302.18,19B302.18.22,clockwise90deg,BlueRight,3,Alex,blue,22,3,1,1,17.9231,21.5,0.384,0.469,0.68,0.72,-2.476,-8.842,-52.7,-78.3,-0.2,-13.5,0.60565,2.1628,0.87833,1.305,0.42195,1.9385,0.68,1.1033,0.41584,1.9569,0.61421,2.1704,0.87667,1.3283,0.61152,2.177
19B302.18,19B302.18.21,clockwise90deg,BlueRight,3,Alex,blue,21,4,1,1,17.3846,21.0588,0.365,0.433,0.645,0.6755,-0.969,-9.168,-29.9,-83.1,1.3,-13.8,0.23703,2.2426,0.49833,1.385,0.070203,2.0674,0.31833,1.24,0.048922,2.0792,0.24559,2.2502,0.49667,1.4083,0.24461,2.2504
19B302.18,19B302.18.31,clockwise90deg,BlueRight,3,Alex,blue,31,5,1,1,20.4762,22.95,0.443,0.503,0.7055,0.745,-0.074,-8.013,-17.3,-66.5,2.2,-12.6,0.018101,1.9601,0.28833,1.1083,-0.17416,1.7688,0.076667,0.945,-0.19569,1.7612,0.026662,1.9676,0.28667,1.1317,0.024461,1.9569
19B302.18,19B302.18.32,clockwise90deg,BlueRight,3,Alex,blue,32,6,1,1,7.6667,6.9437,0.1,0.084,0.3085,0.271,1.906,-7.792,12.4,-63.3,4.1,-12.4,-0.46622,1.906,-0.20667,1.055,-0.65751,1.6739,-0.40667,0.85167,-0.66044,1.6633,-0.45766,1.9136,-0.20833,1.0783,-0.4403,1.9079
19B302.18,19B302.18.11,clockwise90deg,BlueRight,3,Alex,green,11,1,1,1,22.3913,26,0.495,0.556,0.755,0.78,0.177,-13.531,-12.8,-147.7,2.4,-18.1,-0.043296,3.3098,0.21333,2.4617,-0.26858,3.0488,-0.035,2.2283,-0.26907,3.0331,-0.058462,3.2995,0.19667,2.4567,-0.048922,3.2778
19B302.18,19B302.18.12,clockwise90deg,BlueRight,3,Alex,green,12,2,1,1,21.8571,25.7,0.476,0.554,0.73,0.791,0.903,-10.583,-1.9,-103.6,3.1,-15.2,-0.22088,2.5887,0.031667,1.7267,-0.40923,2.2673,-0.15667,1.4217,-0.39137,2.2749,-0.23605,2.5784,0.015,1.7217,-0.22015,2.5684
19B302.18,19B302.18.22,clockwise90deg,BlueRight,3,Alex,green,22,3,1,1,22,25.3158,0.48,0.553,0.7385,0.7665,-1.589,-11.71,-39.5,-120.6,0.6,-16.3,0.38868,2.8644,0.65833,2.01,0.16364,2.4742,0.41833,1.66,0.17123,2.4705,0.37352,2.8541,0.64167,2.005,0.39137,2.8375
19B302.18,19B302.18.21,clockwise90deg,BlueRight,3,Alex,green,21,4,1,1,22.75,25.381,0.498,0.542,0.754,0.763,-0.141,-11.503,-18.1,-117.5,2.1,-16.1,0.03449,2.8137,0.30167,1.9583,-0.17123,2.575,0.091667,1.745,-0.17123,2.5684,0.019324,2.8035,0.285,1.9533,0.024461,2.7885
19B302.18,19B302.18.31,clockwise90deg,BlueRight,3,Alex,green,31,5,1,1,22.3333,25.4286,0.499,0.552,0.7735,0.7815,-1.321,-9.503,-35.3,-88.3,0.9,-14.1,0.32313,2.3245,0.58833,1.4717,0.071915,2.053,0.32167,1.2283,0.073383,2.0547,0.30796,2.3142,0.57167,1.4667,0.31799,2.2993
19B302.18,19B302.18.32,clockwise90deg,BlueRight,3,Alex,green,32,6,1,1,12.5161,11.4242,0.239,0.198,0.4815,0.4695,1.239,-8.317,2.6,-70.8,3.5,-12.9,-0.30307,2.0344,-0.043333,1.18,-0.54303,1.6856,-0.30167,0.86,-0.5626,1.6878,-0.31824,2.0241,-0.06,1.175,-0.31799,2.0058
19B251.13,19B251.13.11,clockwise90deg,BlueRight,1,Alex,blue,11,1,1,1,16.4286,20.45,0.343,0.433,0.6515,0.694,14.005,2.169,189.7,83.1,16.2,-2.4,-3.4257,-0.53056,-3.1617,-1.385,-3.5503,-0.6805,-3.2967,-1.5167,-3.5468,-0.6849,-3.4172,-0.52297,-3.1633,-1.3617,-3.4001,-0.53814
19B251.13,19B251.13.12,clockwise90deg,BlueRight,1,Alex,blue,12,2,1,1,17.2963,20.375,0.367,0.431,0.65,0.6965,11.849,-13.946,157.8,-153.3,14.1,-18.6,-2.8984,3.4113,-2.63,2.555,-3.0427,3.2105,-2.79,2.3833,-3.0576,3.2288,-2.8898,3.4189,-2.6317,2.5783,-2.8864,3.4245
19B251.13,19B251.13.22,clockwise90deg,BlueRight,1,Alex,blue,22,3,1,1,17.36,20,0.369,0.429,0.66,0.706,-6.51,-13.655,-111,-149.5,-4.3,-18.3,1.5924,3.3401,1.85,2.4917,1.4224,3.1354,1.6633,2.32,1.4187,3.1555,1.601,3.3477,1.8483,2.515,1.6144,3.3511
19B251.13,19B251.13.21,clockwise90deg,BlueRight,1,Alex,blue,21,4,1,1,16.0333,21.4737,0.336,0.461,0.627,0.709,-2.015,1.729,-45.6,76.5,0.2,-2.9,0.49289,-0.42293,0.76,-1.275,0.3471,-0.57385,0.595,-1.3833,0.34245,-0.5626,0.50145,-0.41535,0.75833,-1.2517,0.51368,-0.41584
19B251.13,19B251.13.31,clockwise90deg,BlueRight,1,Alex,blue,31,5,1,1,6.8942,5.7724,0.037,0.057,0.2495,0.137,-13.352,0.4,-211.3,57.2,-11.1,-4.2,3.266,-0.097844,3.5217,-0.95333,3.0948,-0.24779,3.3383,-1.0817,3.0821,-0.24461,3.2746,-0.090261,3.52,-0.93,3.2778,-0.097844
19B251.13,19B251.13.32,clockwise90deg,BlueRight,1,Alex,blue,32,6,1,1,16.6923,14.0278,0.348,0.265,0.6575,0.6175,-7.488,-20.076,-126,-244,-5.3,-24.7,1.8316,4.9108,2.1,4.0667,1.6472,4.6948,1.8983,3.8617,1.6633,4.6965,1.8402,4.9183,2.0983,4.09,1.859,4.9166
19B251.13,19B251.13.11,clockwise90deg,BlueRight,1,Alex,green,11,1,1,1,21.16,22.375,0.475,0.488,0.749,0.7475,8.583,-6.002,110.1,-37,10.8,-10.6,-2.0995,1.4681,-1.835,0.61667,-2.292,1.2438,-2.0317,0.41833,-2.2993,1.2475,-2.1146,1.4579,-1.8517,0.61167,-2.1036,1.4432
19B251.13,19B251.13.12,clockwise90deg,BlueRight,1,Alex,green,12,2,1,1,21.85,23.0435,0.472,0.508,0.7305,0.762,7.272,-15.35,91.1,-174,9.5,-20,-1.7788,3.7547,-1.5183,2.9,-1.9674,3.3668,-1.7267,2.5333,-1.9569,3.3756,-1.794,3.7445,-1.535,2.895,-1.7856,3.7425
19B251.13,19B251.13.22,clockwise90deg,BlueRight,1,Alex,green,22,3,1,1,22.3182,24.3889,0.484,0.524,0.746,0.7645,-4.978,-17.013,-88.7,-198.9,-2.7,-21.6,1.2177,4.1615,1.4783,3.315,0.97036,3.7973,1.2333,2.9783,0.95397,3.7914,1.2025,4.1513,1.4617,3.31,1.1986,4.1339
19B251.13,19B251.13.21,clockwise90deg,BlueRight,1,Alex,green,21,4,1,1,21.125,24.5217,0.469,0.543,0.7435,0.765,-1.385,-5.302,-36.1,-27.3,0.8,-9.9,0.33878,1.2969,0.60167,0.455,0.10958,1.0511,0.375,0.235,0.1223,1.0518,0.32362,1.2866,0.585,0.45,0.34245,1.272
19B251.13,19B251.13.31,clockwise90deg,BlueRight,1,Alex,green,31,5,1,1,16,18,0.321,0.336,0.612,0.5585,-8.66,-6.067,-143.1,-37.9,-6.4,-10.7,2.1183,1.484,2.385,0.63167,1.8253,1.2363,2.0883,0.41833,1.8101,1.2475,2.1031,1.4738,2.3683,0.62667,2.1036,1.4677
19B251.13,19B251.13.32,clockwise90deg,BlueRight,1,Alex,green,32,6,1,1,19.2,19.5238,0.421,0.414,0.721,0.7055,-5.8,-20.01,-100.9,-242,-3.6,-24.6,1.4187,4.8946,1.6817,4.0333,1.1286,4.5475,1.3783,3.7133,1.1252,4.5497,1.4036,4.8843,1.665,4.0283,1.4187,4.8677
19B251.13,19B251.13.11,clockwise90deg,BlueRight,2,Alex,blue,11,1,1,1,16.6207,20.9474,0.348,0.445,0.654,0.702,14.056,2.315,189.5,85.4,16.3,-2.3,-3.4382,-0.56627,-3.1583,-1.4233,-3.5605,-0.72453,-3.2817,-1.5483,-3.5713,-0.73383,-3.4297,-0.55869,-3.16,-1.4,-3.4245,-0.5626
19B251.13,19B251.13.12,clockwise90deg,BlueRight,2,Alex,blue,12,2,1,1,17.68,21.1765,0.376,0.446,0.6545,0.702,11.806,-13.953,157.1,-153.7,14,-18.6,-2.8879,3.413,-2.6183,2.5617,-3.0273,3.1985,-2.765,2.3767,-3.0087,3.2044,-2.8793,3.4206,-2.62,2.585,-2.8619,3.4245
19B251.13,19B251.13.22,clockwise90deg,BlueRight,2,Alex,blue,22,3,1,1,17.4231,20.2273,0.372,0.431,0.6615,0.707,-6.481,-13.66,-110.8,-149.4,-4.3,-18.3,1.5853,3.3414,1.8467,2.49,1.416,3.1288,1.655,2.3117,1.4187,3.131,1.5939,3.3489,1.845,2.5133,1.6144,3.3511
19B251.13,19B251.13.21,clockwise90deg,BlueRight,2,Alex,blue,21,4,1,1,16.2424,20.5,0.341,0.447,0.6335,0.702,-2.279,1.371,-49.6,71.2,0,-3.2,0.55746,-0.33536,0.82667,-1.1867,0.40336,-0.48995,0.66667,-1.3183,0.39137,-0.48922,0.56603,-0.32778,0.825,-1.1633,0.5626,-0.34245
19B251.13,19B251.13.31,clockwise90deg,BlueRight,2,Alex,blue,31,5,1,1,6.8942,5.8049,0.039,0.056,0.2495,0.141,-13.894,0.302,-219.7,55.6,-11.7,-4.3,3.3986,-0.073872,3.6617,-0.92667,3.2173,-0.24118,3.465,-1.0633,3.2288,-0.24461,3.4072,-0.066289,3.66,-0.90333,3.4245,-0.073383
19B251.13,19B251.13.32,clockwise90deg,BlueRight,2,Alex,blue,32,6,1,1,16.6154,14.0278,0.346,0.265,0.6555,0.616,-7.347,-20.005,-123.2,-242.5,-5.1,-24.6,1.7971,4.8934,2.0533,4.0417,1.6022,4.6737,1.8417,3.8517,1.59,4.672,1.8057,4.901,2.0517,4.065,1.8101,4.8922
19B251.13,19B251.13.11,clockwise90deg,BlueRight,2,Alex,green,11,1,1,1,21.2,22.3913,0.471,0.485,0.7495,0.748,8.585,-5.892,109.7,-35.6,10.8,-10.5,-2.1,1.4412,-1.8283,0.59333,-2.278,1.2189,-2.015,0.38333,-2.2749,1.223,-2.1151,1.431,-1.845,0.58833,-2.1036,1.4187
