SampleID,trial,WG_type,Date,Diced,Sidecolor,Operator,Color,Sample#,Exit#,Camera#,MTF30_x,MTF30_y,MTF_x@15lp/deg,MTF_y@15lp/deg,CRA_dx(pixel),CRA_dy(pixel),ray_tilt_x(arcsec),ray_tilt_y(arcsec),rel_cross_pos_x(pixel),rel_cross_pos_y(pixel),CRA_x_from_cradx(arcmin),CRA_y_from_crady(arcmin),CRA_x_fromraytilt(arcmin),CRA_y_fromraytilt(arcmin)
19B171.05.11,1,iDolphin,5-Mar,Y,BlueRight,Alex,blue,1,1,1,9.470588235,12.36363636,0.176,0.225,5.714,10.767,61.5,210.2,5.8,10.3,1.397695205,2.633703563,1.025,3.503333333
19B171.05.11,1,iDolphin,5-Mar,Y,BlueRight,Alex,green,1,1,1,14.79310345,15.84615385,0.294,0.322,1.381,0.866,-2.1,65.3,-4.1,5.9,0.337804897,0.211831311,-0.035,1.088333333
19B171.05.11,2,iDolphin,5-Mar,Y,BlueRight,Alex,blue,1,1,1,9.3125,12.53125,0.176,0.234,4.375,8.915,41.9,184,3.9,8.9,1.070163924,2.180688094,0.698333333,3.066666667
19B171.05.11,2,iDolphin,5-Mar,Y,BlueRight,Alex,green,1,1,1,14.75862069,16.33333333,0.293,0.335,-0.482,-0.273,-29.4,49.1,-5.3,4.1,-0.117901492,-0.066778231,-0.49,0.818333333
19B171.05.11,3,iDolphin,5-Mar,Y,BlueRight,Alex,blue,1,1,1,9.441176471,12.32352941,0.175,0.225,4.289,9.379,40.2,190.8,4.4,8.9,1.04912756,2.294186578,0.67,3.18
19B171.05.11,3,iDolphin,5-Mar,Y,BlueRight,Alex,green,1,1,1,14.75862069,15.81481481,0.293,0.322,-0.378,-0.356,-27,47.8,-5.4,4.2,-0.092462166,-0.08708077,-0.45,0.796666667
19B171.04.22,1,iDolphin,5-Mar,Y,BlueRight,Alex,blue,1,1,1,20.7,24.72727273,0.447,0.538,-4.395,-1.325,-87.5,33.4,-6.3,0.2,-1.075056102,-0.324106798,-1.458333333,0.556666667
19B171.04.22,1,iDolphin,5-Mar,Y,BlueRight,Alex,green,1,1,1,21.56,24.45454545,0.468,0.532,-4.043,-3.516,-81.8,0.3,-8.5,0.5,-0.988953775,-0.860044891,-1.363333333,0.005
19B171.04.22,2,iDolphin,5-Mar,Y,BlueRight,Alex,blue,1,1,1,21.05,25.33333333,0.45,0.548,-2.744,-1.269,-62.7,33.6,-6.3,1.8,-0.671206826,-0.310408699,-1.045,0.56
19B171.04.22,2,iDolphin,5-Mar,Y,BlueRight,Alex,green,1,1,1,21.86956522,25.19047619,0.475,0.545,-2.394,-3.562,-58.1,0,-8.6,2.2,-0.585593713,-0.8712969,-0.968333333,0
19B171.04.22,3,iDolphin,5-Mar,Y,BlueRight,Alex,blue,1,1,1,21.14285714,25.11111111,0.455,0.543,-4.35,-1.207,-87.2,34.8,-6.2,0.2,-1.064048702,-0.295242947,-1.453333333,0.58
19B171.04.22,3,iDolphin,5-Mar,Y,BlueRight,Alex,green,1,1,1,22.04166667,25.05,0.48,0.545,-3.847,-3.592,-78.7,-0.2,-8.6,0.7,-0.941010433,-0.878635167,-1.311666667,-0.003333333
19B152.09.22,1,iDolphin,5-Mar,Y,BlueRight,Alex,blue,1,1,1,22,23.78571429,0.452,0.489,1.042,-5.388,-7.9,-26.9,-10.4,5.6,0.254882478,-1.317952715,-0.131666667,-0.448333333
19B152.09.22,1,iDolphin,5-Mar,Y,BlueRight,Alex,green,1,1,1,20.85714286,21.72222222,0.467,0.491,-1.213,-5.106,-40.4,-22.4,-10.1,3.4,-0.296710601,-1.248973013,-0.673333333,-0.373333333
19B152.09.22,2,iDolphin,5-Mar,Y,BlueRight,Alex,blue,1,1,1,21.88888889,23.69230769,0.443,0.485,2.332,-4.663,11.9,-16.1,-9.7,6.9,0.570427961,-1.140611281,0.198333333,-0.268333333
19B152.09.22,2,iDolphin,5-Mar,Y,BlueRight,Alex,green,1,1,1,20.76923077,21.68181818,0.455,0.481,-0.184,-4.446,-25.9,-13.8,-9.5,4.4,-0.045008038,-1.087531155,-0.431666667,-0.23
19B152.09.22,3,iDolphin,5-Mar,Y,BlueRight,Alex,blue,1,1,1,21.80769231,23.15,0.457,0.476,4.853,-4.707,48.6,-15.8,-9.7,9.4,1.187086968,-1.151374072,0.81,-0.263333333
19B152.09.22,3,iDolphin,5-Mar,Y,BlueRight,Alex,green,1,1,1,20.72,21.76,0.458,0.48,2.553,-4.403,14.8,-11.5,-9.4,7.1,0.624486527,-1.077012973,0.246666667,-0.191666667
19B152.09.32,1,iDolphin,5-Mar,Y,BlueRight,Alex,blue,1,1,1,11.26666667,8.862745098,0.208,0.147,-3.939,-8.215,-80.9,-68.6,-13.2,0.6,-0.963514451,-2.009461924,-1.348333333,-1.143333333
19B152.09.32,1,iDolphin,5-Mar,Y,BlueRight,Alex,green,1,1,1,16.07407407,16.59259259,0.332,0.344,-2.466,-7.917,-59.4,-64.1,-12.9,2.1,-0.603205553,-1.936568495,-0.99,-1.068333333
19B152.09.32,2,iDolphin,5-Mar,Y,BlueRight,Alex,blue,1,1,1,11.09677419,9.722222222,0.203,0.188,-3.34,-8.177,-71.8,-68,-13.2,1.2,-0.816993727,-2.000166789,-1.196666667,-1.133333333
19B152.09.32,2,iDolphin,5-Mar,Y,BlueRight,Alex,green,1,1,1,16.48148148,19.60869565,0.343,0.421,-2.074,-7.725,-52.8,-60.2,-12.7,2.5,-0.507318865,-1.8896036,-0.88,-1.003333333
19B152.09.32,3,iDolphin,5-Mar,Y,BlueRight,Alex,blue,1,1,1,11.24242424,8.88,0.209,0.157,-1.656,-8.789,-47.4,-76.6,-13.8,2.9,-0.405072345,-2.149867384,-0.79,-1.276666667
19B152.09.32,3,iDolphin,5-Mar,Y,BlueRight,Alex,green,1,1,1,16.24137931,17.26923077,0.335,0.357,-0.148,-8.013,-24.8,-65,-13,4.4,-0.036202118,-1.960050942,-0.413333333,-1.083333333
19B158.10.32,1,iDolphin,5-Mar,Y,BlueRight,Alex,blue,1,1,1,17.19047619,13.68571429,0.354,0.255,-1.965,-3.894,-52,-4.8,-8.9,2.6,-0.480656495,-0.952507051,-0.866666667,-0.08
19B158.10.32,1,iDolphin,5-Mar,Y,BlueRight,Alex,green,1,1,1,18.07407407,17,0.388,0.355,-1.383,-6.355,-42.8,-40.5,-11.4,3.2,-0.338294114,-1.554489484,-0.713333333,-0.675
19B158.10.32,2,iDolphin,5-Mar,Y,BlueRight,Alex,blue,1,1,1,16.92,14.81818182,0.353,0.294,-3.746,-4.118,-77.2,-7.4,-9.1,0.8,-0.916304936,-1.007299441,-1.286666667,-0.123333333
19B158.10.32,2,iDolphin,5-Mar,Y,BlueRight,Alex,green,1,1,1,18.11538462,18.44,0.39,0.4,-3.065,-6.387,-67.7,-42.2,-11.4,1.5,-0.749726281,-1.562316968,-1.128333333,-0.703333333
19B158.10.32,3,iDolphin,5-Mar,Y,BlueRight,Alex,blue,1,1,1,16.04545455,15.76470588,0.328,0.326,-4.569,-4.718,-89.7,-16.7,-9.7,0,-1.117618047,-1.15406477,-1.495,-0.278333333
19B158.10.32,3,iDolphin,5-Mar,Y,BlueRight,Alex,green,1,1,1,18.44444444,20.63157895,0.395,0.446,-3.324,-6.618,-71.9,-45,-11.6,1.2,-0.813079985,-1.618821613,-1.198333333,-0.75
19B152.10.11,1,iDolphin,5-Mar,Y,BlueRight,Alex,blue,1,1,1,8.179487179,12.1875,0.153,0.25,6.858,8.14,77.2,172,3.1,11.4,1.677527736,1.991116263,1.286666667,2.866666667
19B152.10.11,1,iDolphin,5-Mar,Y,BlueRight,Alex,green,1,1,1,15.6,17.33333333,0.315,0.355,3.415,1.525,27.1,74.7,-3.5,8,0.835339394,0.373028578,0.451666667,1.245
19B152.10.11,2,iDolphin,5-Mar,Y,BlueRight,Alex,blue,1,1,1,8.256410256,12.05555556,0.148,0.247,4.661,8.009,45.9,168.7,3,9.2,1.140122064,1.959072507,0.765,2.811666667
19B152.10.11,2,iDolphin,5-Mar,Y,BlueRight,Alex,green,1,1,1,15.61538462,17,0.316,0.348,1.367,0.916,-1.8,66.4,-4.1,5.9,0.334380372,0.224061757,-0.03,1.106666667
19B152.10.11,3,iDolphin,5-Mar,Y,BlueRight,Alex,blue,1,1,1,8.255813953,12.375,0.153,0.254,6.827,7.99,77,169.8,3,11.4,1.669944862,1.954424939,1.283333333,2.83
19B152.10.11,3,iDolphin,5-Mar,Y,BlueRight,Alex,green,1,1,1,15.61538462,17.31818182,0.316,0.355,3.094,1.339,22.8,72.7,-3.7,7.7,0.756819939,0.327531323,0.38,1.211666667
19B152.13.12,1,iDolphin,5-Mar,Y,BlueRight,Alex,blue,1,1,1,19.23076923,19.28571429,0.402,0.393,18.466,-9.596,247.6,-89,-14.6,23,4.516945437,-2.347266686,4.126666667,-1.483333333
19B152.13.12,1,iDolphin,5-Mar,Y,BlueRight,Alex,green,1,1,1,20.48,19.93333333,0.45,0.456,12.513,-8.073,160.6,-66.7,-13.1,17.1,3.060790418,-1.974727472,2.676666667,-1.111666667
19B152.13.12,2,iDolphin,5-Mar,Y,BlueRight,Alex,blue,1,1,1,18.60869565,19.47619048,0.388,0.402,17.57,-10.317,235.3,-98.7,-15.3,22.1,4.297776219,-2.523629618,3.921666667,-1.645
19B152.13.12,2,iDolphin,5-Mar,Y,BlueRight,Alex,green,1,1,1,20.13043478,18.96551724,0.44,0.433,11.067,-8.438,140.2,-70.6,-13.4,15.6,2.70708619,-2.064009691,2.336666667,-1.176666667
19B152.13.12,3,iDolphin,5-Mar,Y,BlueRight,Alex,blue,1,1,1,18.69565217,19.76923077,0.392,0.418,14.428,-10.081,189.3,-95.9,-15.1,19,3.529216039,-2.465901947,3.155,-1.598333333
19B152.13.12,3,iDolphin,5-Mar,Y,BlueRight,Alex,green,1,1,1,20.25,19.44,0.447,0.435,8.279,-8.529,98.9,-72.5,-13.5,12.8,2.025116889,-2.086269093,1.648333333,-1.208333333
19B158.12.22,1,iDolphin,5-Mar,Y,BlueRight,Alex,blue,1,1,1,19.58333333,25.10526316,0.431,0.527,-3.375,1.205,-72.7,69.9,-3.8,1.2,-0.825555038,0.29475373,-1.211666667,1.165
19B158.12.22,1,iDolphin,5-Mar,Y,BlueRight,Alex,green,1,1,1,21.75,24.38095238,0.473,0.523,-3.068,-2.505,-67.5,16.5,-7.5,1.5,-0.750460108,-0.6127453,-1.125,0.275
19B158.12.22,2,iDolphin,5-Mar,Y,BlueRight,Alex,blue,1,1,1,18.76,24.11111111,0.409,0.513,-5.906,1.03,-109.7,68.3,-4,-1.3,-1.444660107,0.251947172,-1.828333333,1.138333333
19B158.12.22,2,iDolphin,5-Mar,Y,BlueRight,Alex,green,1,1,1,21.13043478,23.61904762,0.458,0.51,-5.266,-2.946,-100.2,9.5,-8,-0.7,-1.288110433,-0.720617823,-1.67,0.158333333
19B158.12.22,3,iDolphin,5-Mar,Y,BlueRight,Alex,blue,1,1,1,19.30434783,24.85,0.423,0.527,-4.248,0.973,-84.9,67.3,-4,0.3,-1.039098596,0.238004464,-1.415,1.121666667
19B158.12.22,3,iDolphin,5-Mar,Y,BlueRight,Alex,green,1,1,1,21.43478261,24.38095238,0.469,0.522,-3.58,-2.803,-75.6,12.1,-7.8,1,-0.87569986,-0.685638751,-1.26,0.201666667
19B157.05.22,1,iDolphin,5-Mar,Y,RedRight,Alex,red,1,1,1,17.35483871,14.92,0.379,0.298,0.836,1.128,-5.3,70.3,-3.9,5.4,0.204493044,0.275918844,-0.088333333,1.171666667
19B157.05.22,1,iDolphin,5-Mar,Y,RedRight,Alex,green,1,1,1,10.52777778,10.08163265,0.18,0.149,-2.371,1.181,-51.3,72.6,-3.8,2.2,-0.579967708,0.288883116,-0.855,1.21
19B157.05.22,2,iDolphin,5-Mar,Y,RedRight,Alex,red,1,1,1,18.45,17.67857143,0.431,0.359,-0.167,1.161,-19.4,71.6,-3.8,4.4,-0.040849687,0.283990938,-0.323333333,1.193333333
19B157.05.22,2,iDolphin,5-Mar,Y,RedRight,Alex,green,1,1,1,11.19230769,11.42857143,0.2,0.197,-2.457,0.69,-53.8,64.6,-4.3,2.1,-0.601004073,0.168780144,-0.896666667,1.076666667
19B157.05.22,3,iDolphin,5-Mar,Y,RedRight,Alex,red,1,1,1,18.28,16.80769231,0.4,0.346,-1.602,1.385,-40.6,75.3,-3.6,3,-0.391863464,0.338783332,-0.676666667,1.255
19B157.05.22,3,iDolphin,5-Mar,Y,RedRight,Alex,green,1,1,1,11.73913043,1.331848552,0.2,0,-5.397,-0.801,-96.3,43.5,-5.8,-0.8,-1.320154195,-0.195931733,-1.605,0.725
19B157.11.22,1,iDolphin,5-Mar,Y,RedRight,Alex,red,1,1,1,19.55,16.20833333,0.415,0.329,0.993,-1.573,-2.4,31.5,-6.6,5.6,0.242896642,-0.384769806,-0.04,0.525
19B157.11.22,1,iDolphin,5-Mar,Y,RedRight,Alex,green,1,1,1,18.45454545,16.6969697,0.388,0.353,-2.464,2.11,-53.7,85.5,-2.9,2.1,-0.602716335,0.516124785,-0.895,1.425
19B157.11.22,2,iDolphin,5-Mar,Y,RedRight,Alex,red,1,1,1,19.7,16.41666667,0.417,0.333,2.24,-1.156,15.8,37.7,-6.2,6.8,0.547923942,-0.282767893,0.263333333,0.628333333
19B157.11.22,2,iDolphin,5-Mar,Y,RedRight,Alex,green,1,1,1,18.57142857,16.77419355,0.387,0.348,-1.213,2.349,-34.9,89.1,-2.7,3.4,-0.296710601,0.574586312,-0.581666667,1.485
19B157.11.22,3,iDolphin,5-Mar,Y,RedRight,Alex,red,1,1,1,19.68421053,16.47826087,0.416,0.334,1.606,-1.404,6.6,34.4,-6.4,6.2,0.392841899,-0.343430901,0.11,0.573333333
19B157.11.22,3,iDolphin,5-Mar,Y,RedRight,Alex,green,1,1,1,18.86363636,17.33333333,0.393,0.362,-1.765,2.288,-43.4,88.1,-2.7,2.8,-0.431734715,0.559665169,-0.723333333,1.468333333
19B175.04.12,1,iDolphin,5-Mar,Y,RedRight,Alex,red,1,1,1,13.37142857,8.890625,0.245,0.142,6.179,0.037,73.4,54.7,-5,10.7,1.511438326,0.009050529,1.223333333,0.911666667
19B175.04.12,2,iDolphin,5-Mar,Y,RedRight,Alex,red,1,1,1,14.22580645,9.837837838,0.276,0.169,5.958,0.338,70.1,60,-4.7,10.5,1.457379768,0.08267781,1.168333333,1
19B175.04.12,2,iDolphin,5-Mar,Y,RedRight,Alex,green,1,1,1,9.433962264,8.488372093,0.099,0.101,9.982,-6.79,128.9,-44.9,-11.8,14.5,2.441685678,-1.660894335,2.148333333,-0.748333333
19B175.04.12,3,iDolphin,5-Mar,Y,RedRight,Alex,red,1,1,1,13.85294118,9.342105263,0.264,0.156,6.132,0.159,72.2,56.2,-4.9,10.7,1.499941709,0.038892816,1.203333333,0.936666667
19B175.04.12,3,iDolphin,5-Mar,Y,RedRight,Alex,green,1,1,1,7.828947368,8.510638298,0.042,0.104,10.063,-5.952,129.6,-32.5,-11,14.6,2.461498989,-1.455912115,2.16,-0.541666667
19B175.04.21,1,iDolphin,5-Mar,Y,RedRight,Alex,red,1,1,1,16.45833333,12.25,0.338,0.239,1.477,6.053,3.3,144.1,1,6,0.361287351,1.480617609,0.055,2.401666667
19B175.04.21,1,iDolphin,5-Mar,Y,RedRight,Alex,green,1,1,1,7.14084507,9.679245283,0.06,0.124,1.187,3.754,-1.1,108.7,-1.3,5.8,0.290350769,0.918261807,-0.018333333,1.811666667
19B175.04.21,2,iDolphin,5-Mar,Y,RedRight,Alex,red,1,1,1,16.44,12.27586207,0.336,0.243,0.684,5.852,-8.3,139.8,0.8,5.2,0.167312491,1.431451228,-0.138333333,2.33
19B175.04.21,3,iDolphin,5-Mar,Y,RedRight,Alex,red,1,1,1,18.11764706,12.4516129,0.414,0.266,0.244,5.059,-15.7,128.4,0,4.8,0.059684573,1.237476396,-0.261666667,2.14
19B175.04.21,3,iDolphin,5-Mar,Y,RedRight,Alex,green,1,1,1,5.651933702,10.20967742,0.104,0.149,-0.577,3.7,-26.6,108.5,-1.3,4,-0.141139338,0.905052927,-0.443333333,1.808333333
19B157.10.21,1,iDolphin,5-Mar,Y,RedRight,Alex,red,1,1,1,18.33333333,13.73076923,0.387,0.269,0.97,4.768,-5.2,124.1,-0.2,5.5,0.237270637,1.166295214,-0.086666667,2.068333333
19B157.10.21,1,iDolphin,5-Mar,Y,RedRight,Alex,green,1,1,1,15.27272727,14.46153846,0.303,0.286,-1.782,8.863,-45,184.4,3.9,2.8,-0.435893066,2.167968436,-0.75,3.073333333
19B157.10.21,2,iDolphin,5-Mar,Y,RedRight,Alex,red,1,1,1,18.56521739,13.71428571,0.39,0.267,1.616,5.449,5.3,134,0.4,6.2,0.395287988,1.332873856,0.088333333,2.233333333
19B157.10.21,2,iDolphin,5-Mar,Y,RedRight,Alex,green,1,1,1,14.1875,14.03571429,0.287,0.273,-1.477,9.376,-39.8,191.4,4.4,3.1,-0.361287351,2.293452752,-0.663333333,3.19
19B157.10.21,3,iDolphin,5-Mar,Y,RedRight,Alex,red,1,1,1,18.5,15.59090909,0.392,0.313,-0.069,4.751,-19.7,123.9,-0.3,4.5,-0.016878014,1.162136863,-0.328333333,2.065
19B157.10.21,3,iDolphin,5-Mar,Y,RedRight,Alex,green,1,1,1,15.21428571,14.10714286,0.303,0.275,-2.769,8.873,-58.3,184.4,3.9,1.8,-0.677322049,2.170414524,-0.971666667,3.073333333
19B157.07.31,1,iDolphin,5-Mar,Y,RedRight,Alex,red,1,1,1,18.90909091,16.10714286,0.397,0.334,-6.929,8.627,-120.6,180.8,3.6,-2.4,-1.694894964,2.110240757,-2.01,3.013333333
19B157.07.31,1,iDolphin,5-Mar,Y,RedRight,Alex,green,1,1,1,15.93333333,14.06451613,0.328,0.271,-14.317,14.557,-228.9,267.7,9.5,-9.8,-3.502064479,3.560770554,-3.815,4.461666667
19B157.07.31,2,iDolphin,5-Mar,Y,RedRight,Alex,red,1,1,1,17.88888889,14.51612903,0.382,0.285,-8.193,8.26,-139.2,175.8,3.3,-3.6,-2.00408053,2.020469321,-2.32,2.93
19B157.07.31,2,iDolphin,5-Mar,Y,RedRight,Alex,green,1,1,1,14.32258065,13.46153846,0.279,0.259,-15.979,14.3,-253.7,264.3,9.3,-11.4,-3.908604006,3.497906132,-4.228333333,4.405
19B157.07.31,3,iDolphin,5-Mar,Y,RedRight,Alex,red,1,1,1,18.43478261,14.51724138,0.39,0.286,-8.184,8.622,-138.5,180,3.6,-3.6,-2.001879051,2.109017713,-2.308333333,3
19B157.07.31,3,iDolphin,5-Mar,Y,RedRight,Alex,green,1,1,1,14.93548387,13.68965517,0.298,0.261,-15.945,14.716,-252.5,271,9.7,-11.4,-3.900287314,3.599663328,-4.208333333,4.516666667
19B157.07.22,1,iDolphin,5-Mar,Y,RedRight,Alex,red,1,1,1,19.14285714,15,0.411,0.3,1.721,-1.233,6.2,35.9,-6.2,6.3,0.420971923,-0.301602779,0.103333333,0.598333333
19B157.07.22,1,iDolphin,5-Mar,Y,RedRight,Alex,green,1,1,1,17.66666667,15.7,0.358,0.321,-3.766,1.184,-74.5,70.5,-3.8,0.8,-0.921197114,0.289616943,-1.241666667,1.175
19B157.07.22,2,iDolphin,5-Mar,Y,RedRight,Alex,red,1,1,1,19.0952381,15.2,0.407,0.305,1.675,-1.419,4.9,32.4,-6.4,6.2,0.409719914,-0.347100035,0.081666667,0.54
19B157.07.22,2,iDolphin,5-Mar,Y,RedRight,Alex,green,1,1,1,17.70588235,15.82758621,0.356,0.324,-4.101,0.994,-79,68.4,-4,0.5,-1.00314109,0.243141251,-1.316666667,1.14
19B157.07.22,3,iDolphin,5-Mar,Y,RedRight,Alex,red,1,1,1,17.36,13.90322581,0.363,0.269,1.226,-2.454,-0.2,17.8,-7.5,5.8,0.299890517,-0.600270246,-0.003333333,0.296666667
19B157.07.22,3,iDolphin,5-Mar,Y,RedRight,Alex,green,1,1,1,14.76,14.60869565,0.294,0.291,-4.935,0.432,-91.5,60.5,-4.6,-0.4,-1.207144896,0.105671047,-1.525,1.008333333
19B157.07.21,1,iDolphin,5-Mar,Y,RedRight,Alex,red,1,1,1,18.5,15.04347826,0.401,0.301,2.797,3.959,22.2,112.3,-1.1,7.4,0.684171098,0.968406629,0.37,1.871666667
19B157.07.21,1,iDolphin,5-Mar,Y,RedRight,Alex,green,1,1,1,18.47368421,16.04347826,0.365,0.32,-0.241,7.29,-22.2,160.4,2.3,4.3,-0.058950746,1.783198756,-0.37,2.673333333
19B157.07.21,2,iDolphin,5-Mar,Y,RedRight,Alex,red,1,1,1,18.46153846,15.36363636,0.399,0.308,3.232,4.454,28.9,119.4,-0.6,7.8,0.790575967,1.089488026,0.481666667,1.99
19B157.07.21,2,iDolphin,5-Mar,Y,RedRight,Alex,green,1,1,1,18.1875,16.20833333,0.364,0.327,-0.113,7.739,-21.1,166.8,2.7,4.5,-0.027640806,1.893028123,-0.351666667,2.78
19B157.07.21,3,iDolphin,5-Mar,Y,RedRight,Alex,red,1,1,1,18.36,15.5,0.399,0.311,2.302,3.965,14.7,113,-1,6.9,0.563089694,0.969874282,0.245,1.883333333
19B157.07.21,3,iDolphin,5-Mar,Y,RedRight,Alex,green,1,1,1,18,16,0.361,0.326,-1.003,7.397,-34.3,163.3,2.4,3.6,-0.245342731,1.809371902,-0.571666667,2.721666667
19B152.09.22,1,iDolphin,13-Mar,Y,BlueRight,Adrian,blue,1,1,1,22.33333333,23.33333333,0.463,0.483,0.739,-5.204,-8.1,-23.2,-10.2,5.3,0.180765981,-1.272944683,-0.135,-0.386666667
19B152.09.22,1,iDolphin,13-Mar,Y,BlueRight,Adrian,green,1,1,1,21,21.21052632,0.46,0.464,-1.657,-4.896,-44,-18.6,-9.9,2.9,-0.405316953,-1.19760515,-0.733333333,-0.31
19B152.09.32,1,iDolphin,13-Mar,Y,BlueRight,Adrian,blue,1,1,1,11.03225806,9.428571429,0.201,0.176,-5.7,-8.686,-103.3,-74.4,-13.7,-1.1,-1.394270681,-2.124672677,-1.721666667,-1.24
19B152.09.32,1,iDolphin,13-Mar,Y,BlueRight,Adrian,green,1,1,1,16.38461538,19.05,0.338,0.401,-4.189,-8.101,-81.2,-65.6,-13.1,0.4,-1.024666672,-1.981576519,-1.353333333,-1.093333333
19B152.10.11,1,iDolphin,13-Mar,Y,BlueRight,Adrian,blue,1,1,1,8.076923077,12.11764706,0.146,0.246,6.121,6.985,70.4,155.7,2,10.7,1.497251012,1.70859306,1.173333333,2.595
