SampleID,trial,WG_type,Date,Diced,Sidecolor,Operator,Color,Sample#,Exit#,Camera#,MTF30_x,MTF30_y,MTF_x@15lp/deg,MTF_y@15lp/deg,CRA_dx(pixel),CRA_dy(pixel),ray_tilt_x(arcsec),ray_tilt_y(arcsec),rel_cross_pos_x(pixel),rel_cross_pos_y(pixel),CRA_x_from_cradx(arcmin),CRA_y_from_crady(arcmin),CRA_x_fromraytilt(arcmin),CRA_y_fromraytilt(arcmin)
19B167.09.21,1,iDolphin,13-Mar,N,RedRight,Adrian,green,4,1,1,13.84375,12.17647059,0.266,0.218,-7.538,15.863,-130.7,285.8,10.9,-3,-1.843861748,3.88022941,-2.178333333,4.763333333
19B167.09.31,1,iDolphin,13-Mar,N,RedRight,Adrian,green,5,1,1,12.31818182,9.641509434,0.2,0.155,-19.044,19.974,-300.4,346.7,15,-14.5,-4.658329133,4.885814976,-5.006666667,5.778333333
19B167.09.32,1,iDolphin,13-Mar,N,RedRight,Adrian,green,6,1,1,11.06818182,7.674157303,0.146,0.072,-19.575,3.719,-307.9,107.3,-1.3,-15,-4.788216216,0.909700496,-5.131666667,1.788333333
19B167.09.11,2,iDolphin,13-Mar,N,RedRight,Adrian,red,1,1,1,20.4,17.88888889,0.42,0.382,15.628,-2.219,209.1,21.1,-7.2,20.2,3.822746389,-0.542787155,3.485,0.351666667
19B167.09.12,2,iDolphin,13-Mar,N,RedRight,Adrian,red,2,1,1,17.08,11.975,0.358,0.198,20.352,-22.597,278.7,-278.4,-27.6,24.9,4.978276951,-5.52742266,4.645,-4.64
19B167.09.22,2,iDolphin,13-Mar,N,RedRight,Adrian,red,3,1,1,16.40625,11.72340426,0.347,0.178,0.447,-13.47,-14.8,-144.2,-18.5,5,0.10934018,-3.294880939,-0.246666667,-2.403333333
19B167.09.21,2,iDolphin,13-Mar,N,RedRight,Adrian,red,4,1,1,19.2,17.47619048,0.402,0.355,3.519,-3.7,31.8,-1.4,-8.7,8.1,0.860778718,-0.905052927,0.53,-0.023333333
19B167.09.31,2,iDolphin,13-Mar,N,RedRight,Adrian,red,5,1,1,18.19047619,15.42307692,0.389,0.311,-2.389,-0.08,-56.2,52,-5.1,2.2,-0.584370668,-0.019568712,-0.936666667,0.866666667
19B167.09.32,2,iDolphin,13-Mar,N,RedRight,Adrian,red,6,1,1,15.9375,10.60377358,0.33,0.127,-11.332,-17.818,-186.7,-208.1,-22.8,-6.8,-2.771907509,-4.358439131,-3.111666667,-3.468333333
19B167.09.11,2,iDolphin,13-Mar,N,RedRight,Adrian,green,1,1,1,15.52173913,14.4516129,0.312,0.283,21.802,1.632,299.4,77.6,-3.4,26.4,5.332959065,0.399201731,4.99,1.293333333
19B167.09.12,2,iDolphin,13-Mar,N,RedRight,Adrian,green,2,1,1,10.64285714,7.558823529,0.137,0.129,29.588,-29.4,413.1,-378.5,-34.4,34.2,7.237477584,-7.191491312,6.885,-6.308333333
19B167.09.22,2,iDolphin,13-Mar,N,RedRight,Adrian,green,3,1,1,10.92857143,7.697674419,0.147,0.103,-5.481,-14.54,-101.4,-160,-19.5,-0.9,-1.340701339,-3.556612207,-1.69,-2.666666667
19B167.09.21,2,iDolphin,13-Mar,N,RedRight,Adrian,green,4,1,1,14.06666667,12.71428571,0.272,0.23,5.255,-1.885,56.3,25,-6.9,9.8,1.285419735,-0.461087783,0.938333333,0.416666667
19B167.09.31,2,iDolphin,13-Mar,N,RedRight,Adrian,green,5,1,1,12.75,9.339285714,0.22,0.157,-2.818,3.287,-62.5,101.4,-1.7,1.7,-0.689307885,0.804029456,-1.041666667,1.69
19B167.09.32,2,iDolphin,13-Mar,N,RedRight,Adrian,green,6,1,1,11.41304348,7.569892473,0.153,0.074,-11.215,-20.799,-185.1,-251.8,-25.8,-6.7,-2.743288286,-5.087616898,-3.085,-4.196666667
19B167.09.11,3,iDolphin,13-Mar,N,RedRight,Adrian,red,1,1,1,20.15789474,17.38461538,0.416,0.368,5.978,16.947,67.7,301.5,11.9,10.5,1.462271945,4.145385101,1.128333333,5.025
19B167.09.12,3,iDolphin,13-Mar,N,RedRight,Adrian,red,2,1,1,16.56521739,12.78947368,0.34,0.229,6.704,-3.502,77.7,2.1,-8.5,11.3,1.639857974,-0.856620367,1.295,0.035
19B167.09.22,3,iDolphin,13-Mar,N,RedRight,Adrian,red,3,1,1,16.57142857,12.85365854,0.346,0.224,-11.612,5.596,-191.9,135.4,0.6,-7,-2.840397957,1.368831359,-3.198333333,2.256666667
19B167.09.21,3,iDolphin,13-Mar,N,RedRight,Adrian,red,4,1,1,19.66666667,18.04545455,0.41,0.378,-9.187,13.486,-155.9,251.6,8.5,-4.6,-2.247221689,3.298794678,-2.598333333,4.193333333
19B167.09.31,3,iDolphin,13-Mar,N,RedRight,Adrian,red,5,1,1,18.45833333,16.88,0.395,0.35,-18.114,16.591,-287.1,297.2,11.6,-13.5,-4.430843249,4.058304455,-4.785,4.953333333
19B167.09.32,3,iDolphin,13-Mar,N,RedRight,Adrian,red,6,1,1,16.44827586,11.76086957,0.342,0.183,-19.436,6.442,-306.3,148.2,1.4,-14.9,-4.754215644,1.575770455,-5.105,2.47
19B167.09.11,3,iDolphin,13-Mar,N,RedRight,Adrian,green,1,1,1,16.45,14.6,0.333,0.288,13.056,20.527,170.7,354.4,15.5,17.6,3.193612943,5.021083419,2.845,5.906666667
19B167.09.12,3,iDolphin,13-Mar,N,RedRight,Adrian,green,2,1,1,10.43859649,7.169230769,0.129,0.102,16.657,-10.454,223.5,-100.3,-15.5,21.2,4.07444862,-2.55714102,3.725,-1.671666667
19B167.09.22,3,iDolphin,13-Mar,N,RedRight,Adrian,green,3,1,1,10.86538462,7.988636364,0.134,0.107,-7.966,4.049,-138.1,112.8,-1,-3.4,-1.948554327,0.990421428,-2.301666667,1.88
19B167.09.21,3,iDolphin,13-Mar,N,RedRight,Adrian,green,4,1,1,14.48148148,13.125,0.286,0.244,-6.805,14.912,-120.4,272.2,9.9,-2.2,-1.664563467,3.64760662,-2.006666667,4.536666667
19B167.09.31,3,iDolphin,13-Mar,N,RedRight,Adrian,green,5,1,1,12.36363636,9.924528302,0.202,0.162,-17.848,19.448,-283.1,339.3,14.4,-13.3,-4.365777387,4.757150945,-4.718333333,5.655
19B167.09.32,3,iDolphin,13-Mar,N,RedRight,Adrian,green,6,1,1,11,7.544444444,0.132,0.032,-19.245,2.993,-303.4,97,-2,-14.7,-4.707495431,0.732114441,-5.056666667,1.616666667
19B167.09.11,1,iDolphin,17-Mar,N,RedRight,adrian,red,1,1,1,19.94736842,17.38461538,0.406,0.367,16.074,-3.568,216.7,1.5,-8.6,20.6,3.931841822,-0.872764554,3.611666667,0.025
19B167.09.12,1,iDolphin,17-Mar,N,RedRight,adrian,red,2,1,1,15.75,10.48275862,0.324,0.122,20.684,-18.446,284.3,-217.7,-23.5,25.2,5.059486935,-4.512053268,4.738333333,-3.628333333
19B167.09.22,1,iDolphin,17-Mar,N,RedRight,adrian,red,3,1,1,16.32258065,11.68,0.342,0.167,-2.541,-10.759,-56.6,-103.8,-15.8,2,-0.62155122,-2.631746693,-0.943333333,-1.73
19B167.09.21,1,iDolphin,17-Mar,N,RedRight,adrian,red,4,1,1,18.52173913,15.26086957,0.393,0.306,2.581,-4.11,19,-6,-9.1,7.1,0.631335576,-1.00534257,0.316666667,-0.1
19B167.09.31,1,iDolphin,17-Mar,N,RedRight,adrian,red,5,1,1,16.83333333,13.75,0.357,0.258,-3.951,1.495,-77.6,76.1,-3.5,0.6,-0.966449758,0.365690311,-1.293333333,1.268333333
19B167.09.32,1,iDolphin,17-Mar,N,RedRight,adrian,red,6,1,1,15.9375,11.4893617,0.33,0.159,-13.359,-16.466,-215.4,-187.8,-21.5,-8.8,-3.267729376,-4.027728384,-3.59,-3.13
19B167.09.11,1,iDolphin,17-Mar,N,RedRight,adrian,green,1,1,1,14.5,13.76666667,0.286,0.265,22.563,0.253,312.2,58.4,-4.8,27.1,5.519105978,0.061886053,5.203333333,0.973333333
19B167.09.12,1,iDolphin,17-Mar,N,RedRight,adrian,green,2,1,1,9.936507937,6.727272727,0.08,0.133,32.154,-25.552,452.5,-320.3,-30.6,36.7,7.865141003,-6.25023985,7.541666667,-5.338333333
19B167.09.22,1,iDolphin,17-Mar,N,RedRight,adrian,green,3,1,1,11.60869565,7.988505747,0.168,0.124,-6.872,-9.447,-119.3,-85,-14.5,-2.3,-1.68095226,-2.310819976,-1.988333333,-1.416666667
19B167.09.21,1,iDolphin,17-Mar,N,RedRight,adrian,green,4,1,1,13.05263158,10.88636364,0.23,0.197,5.104,-2.573,55.5,16.1,-7.6,9.7,1.248483795,-0.629378705,0.925,0.268333333
19B167.09.31,1,iDolphin,17-Mar,N,RedRight,adrian,green,5,1,1,11.88888889,8.233333333,0.175,0.135,-3.626,4.918,-72.7,127,-0.1,0.9,-0.886951869,1.202986545,-1.211666667,2.116666667
19B167.09.32,1,iDolphin,17-Mar,N,RedRight,adrian,green,6,1,1,11.4047619,8.038961039,0.161,0.094,-19.212,-17.404,-300.8,-200.9,-22.4,-14.6,-4.699423353,-4.257171204,-5.013333333,-3.348333333
19B167.09.11,2,iDolphin,17-Mar,N,RedRight,adrian,red,1,1,1,19.68421053,17.7037037,0.404,0.376,15.928,-3.697,214.9,0.4,-8.7,20.5,3.896128968,-0.9043191,3.581666667,0.006666667
19B167.09.12,2,iDolphin,17-Mar,N,RedRight,adrian,red,2,1,1,16,10.56140351,0.332,0.126,21.046,-18.925,288.7,-223.1,-23.9,25.6,5.148035163,-4.629220726,4.811666667,-3.718333333
19B167.09.22,2,iDolphin,17-Mar,N,RedRight,adrian,red,3,1,1,16.46666667,11.67346939,0.346,0.168,-1.795,-11.1,-45.4,-108.8,-16.1,2.8,-0.439072982,-2.715158279,-0.756666667,-1.813333333
19B167.09.21,2,iDolphin,17-Mar,N,RedRight,adrian,red,4,1,1,18.2173913,15.22727273,0.384,0.305,2.462,-4.352,17.3,-9.5,-9.4,7,0.602227118,-1.06453792,0.288333333,-0.158333333
19B167.09.31,2,iDolphin,17-Mar,N,RedRight,adrian,red,5,1,1,16.96551724,13.42857143,0.361,0.247,-4.015,1.375,-78.2,74.3,-3.6,0.5,-0.982104726,0.336337243,-1.303333333,1.238333333
19B167.09.32,2,iDolphin,17-Mar,N,RedRight,adrian,red,6,1,1,16.14814815,11.23913043,0.335,0.152,-14.212,-16.349,-228.2,-185.3,-21.4,-9.6,-3.476380571,-3.999109181,-3.803333333,-3.088333333
19B167.09.11,2,iDolphin,17-Mar,N,RedRight,adrian,green,1,1,1,14.5862069,13.65517241,0.288,0.263,22.248,0.261,307.6,57.8,-4.7,26.8,5.442054369,0.063842924,5.126666667,0.963333333
19B167.09.12,2,iDolphin,17-Mar,N,RedRight,adrian,green,2,1,1,10.03225806,6.669724771,0.08,0.121,32.383,-26.084,456.1,-327.7,-31.1,36.9,7.921156147,-6.380371348,7.601666667,-5.461666667
19B167.09.22,2,iDolphin,17-Mar,N,RedRight,adrian,green,3,1,1,11.63636364,7.965116279,0.171,0.118,-6.779,-9.385,-118.4,-83.5,-14.4,-2.2,-1.658203637,-2.295654231,-1.973333333,-1.391666667
19B167.09.21,2,iDolphin,17-Mar,N,RedRight,adrian,green,4,1,1,12.95238095,10.68888889,0.227,0.189,4.776,-2.551,50.7,16.2,-7.6,9.3,1.168252085,-0.623997309,0.845,0.27
19B167.09.31,2,iDolphin,17-Mar,N,RedRight,adrian,green,5,1,1,11.8125,8.155555556,0.169,0.133,-3.712,5.027,-73.8,128.1,0,0.9,-0.907988234,1.229648912,-1.23,2.135
19B167.09.32,2,iDolphin,17-Mar,N,RedRight,adrian,green,6,1,1,11.25581395,7.925925926,0.154,0.089,-19.481,-16.641,-305.2,-190.4,-21.7,-14.9,-4.765223023,-4.070534883,-5.086666667,-3.173333333
19B167.09.11,3,iDolphin,17-Mar,N,RedRight,adrian,red,1,1,1,20.05263158,17.42307692,0.408,0.368,15.936,-3.65,214.9,0.9,-8.7,20.5,3.898085837,-0.892822483,3.581666667,0.015
19B167.09.12,3,iDolphin,17-Mar,N,RedRight,adrian,red,2,1,1,16,10.57894737,0.331,0.127,20.766,-19.226,285.2,-227.8,-24.2,25.3,5.079544821,-4.702847871,4.753333333,-3.796666667
19B167.09.22,3,iDolphin,17-Mar,N,RedRight,adrian,red,3,1,1,16.29032258,11.75510204,0.342,0.171,-1.97,-11.109,-48.5,-108.5,-16.1,2.6,-0.481879539,-2.717359758,-0.808333333,-1.808333333
19B167.09.21,3,iDolphin,17-Mar,N,RedRight,adrian,red,4,1,1,18.17391304,15.39130435,0.382,0.309,2.438,-4.359,16.4,-10,-9.4,7,0.596356504,-1.066250182,0.273333333,-0.166666667
19B167.09.31,3,iDolphin,17-Mar,N,RedRight,adrian,red,5,1,1,16.93333333,13.5,0.362,0.25,-4.112,1.229,-79.5,72.5,-3.8,0.5,-1.005831788,0.300624343,-1.325,1.208333333
19B167.09.32,3,iDolphin,17-Mar,N,RedRight,adrian,red,6,1,1,16.17241379,11.34042553,0.336,0.154,-14.178,-16.29,-227.6,-184.3,-21.3,-9.6,-3.468063876,-3.984677275,-3.793333333,-3.071666667
19B167.09.11,3,iDolphin,17-Mar,N,RedRight,adrian,green,1,1,1,14.66666667,13.48275862,0.291,0.258,22.211,0.294,306.3,57.7,-4.7,26.8,5.433003862,0.071915018,5.105,0.961666667
19B167.09.12,3,iDolphin,17-Mar,N,RedRight,adrian,green,2,1,1,10.04918033,6.654545455,0.083,0.122,32.267,-26.104,453.9,-328.6,-31.1,36.8,7.892781664,-6.385263509,7.565,-5.476666667
19B167.09.22,3,iDolphin,17-Mar,N,RedRight,adrian,green,3,1,1,11.70454545,7.953488372,0.171,0.123,-6.987,-8.996,-122.3,-78.7,-14,-2.4,-1.709082277,-2.200501407,-2.038333333,-1.311666667
19B167.09.21,3,iDolphin,17-Mar,N,RedRight,adrian,green,4,1,1,12.88372093,10.68181818,0.224,0.186,4.78,-2.51,50.3,17.5,-7.5,9.3,1.16923052,-0.613968345,0.838333333,0.291666667
19B167.09.31,3,iDolphin,17-Mar,N,RedRight,adrian,green,5,1,1,11.83333333,8.159090909,0.17,0.136,-3.732,4.907,-73.3,126.4,-0.1,0.8,-0.912880411,1.200295847,-1.221666667,2.106666667
19B167.09.32,3,iDolphin,17-Mar,N,RedRight,adrian,green,6,1,1,11.15,7.951807229,0.154,0.087,-19.736,-17.297,-309.3,-199.7,-22.3,-15.2,-4.827598173,-4.230998091,-5.155,-3.328333333
19B167.09.11,1,iDolphin,18-Mar,N,RedRight,adrian,red,1,1,1,20.22222222,18,0.413,0.385,15.568,-2.737,206.3,12.5,-7.7,20.1,3.808069873,-0.669494564,3.438333333,0.208333333
19B167.09.12,1,iDolphin,18-Mar,N,RedRight,adrian,red,2,1,1,16.60714286,11.02325581,0.349,0.158,20.785,-19.599,283.1,-233.6,-24.6,25.3,5.08419238,-4.794086818,4.718333333,-3.893333333
19B167.09.22,1,iDolphin,18-Mar,N,RedRight,adrian,red,3,1,1,16.2,11.36734694,0.338,0.152,-0.826,-11.321,-33.1,-112.9,-16.3,3.7,-0.202046955,-2.769216813,-0.551666667,-1.881666667
19B167.09.21,1,iDolphin,18-Mar,N,RedRight,adrian,red,4,1,1,18.45454545,16.72727273,0.39,0.339,2.655,-3.53,17.6,1.3,-8.5,7.2,0.649436635,-0.863469416,0.293333333,0.021666667
19B167.09.31,1,iDolphin,18-Mar,N,RedRight,adrian,red,5,1,1,17.55555556,14.37931034,0.376,0.282,-3.492,1.779,-72.3,78.7,-3.2,1.1,-0.854174278,0.435159239,-1.205,1.311666667
19B167.09.32,1,iDolphin,18-Mar,N,RedRight,adrian,red,6,1,1,15.6875,10.68518519,0.322,0.118,-13.585,-16.544,-221,-189,-21.6,-9,-3.323010937,-4.046807852,-3.683333333,-3.15
19B167.09.11,1,iDolphin,18-Mar,N,RedRight,adrian,green,1,1,1,15.48,14.37931034,0.312,0.282,21.743,1.029,297.6,68.6,-4,26.3,5.318527175,0.251702563,4.96,1.143333333
19B167.09.12,1,iDolphin,18-Mar,N,RedRight,adrian,green,2,1,1,10.51666667,7.176470588,0.119,0.13,30.877,-26.186,432.1,-331.2,-31.2,35.4,7.552777003,-6.40532137,7.201666667,-5.52
19B167.09.22,1,iDolphin,18-Mar,N,RedRight,adrian,green,3,1,1,11.51111111,7.736263736,0.156,0.114,-6.817,-9.735,-120.9,-89.1,-14.7,-2.3,-1.667498774,-2.381267308,-2.015,-1.485
19B167.09.21,1,iDolphin,18-Mar,N,RedRight,adrian,green,4,1,1,13.62857143,11.94285714,0.256,0.212,4.572,-1.738,45.9,28.3,-6.7,9.1,1.118351873,-0.425130274,0.765,0.471666667
19B167.09.31,1,iDolphin,18-Mar,N,RedRight,adrian,green,5,1,1,12.14634146,8.788235294,0.2,0.148,-3.604,5.198,-73.8,129,0.2,1,-0.881570474,1.271477029,-1.23,2.15
19B167.09.32,1,iDolphin,18-Mar,N,RedRight,adrian,green,6,1,1,11.24444444,7.56043956,0.143,0.066,-18.605,-18.525,-294.2,-218.6,-23.5,-14,-4.550946016,-4.531377338,-4.903333333,-3.643333333
19B167.09.11,2,iDolphin,18-Mar,N,RedRight,adrian,red,1,1,1,20.26315789,18.25,0.418,0.392,15.437,-2.704,205.3,13.3,-7.7,20,3.776026146,-0.661422471,3.421666667,0.221666667
19B167.09.12,2,iDolphin,18-Mar,N,RedRight,adrian,red,2,1,1,16.74074074,11.21428571,0.35,0.167,20.943,-19.878,285.9,-237.8,-24.9,25.5,5.122840502,-4.862332568,4.765,-3.963333333
19B167.09.22,2,iDolphin,18-Mar,N,RedRight,adrian,red,3,1,1,16.25806452,11.41666667,0.34,0.155,-0.7,-11.64,-32.4,-117.8,-16.6,3.9,-0.171226233,-2.847247001,-0.54,-1.963333333
19B167.09.21,2,iDolphin,18-Mar,N,RedRight,adrian,red,4,1,1,18.81818182,17.23809524,0.397,0.351,2.607,-3.684,17.7,-0.3,-8.7,7.2,0.637695408,-0.901139185,0.295,-0.005
19B167.09.31,2,iDolphin,18-Mar,N,RedRight,adrian,red,5,1,1,17.88461538,14.65517241,0.385,0.29,-3.464,1.339,-71.4,72.8,-3.7,1.1,-0.847325229,0.327531323,-1.19,1.213333333
19B167.09.32,2,iDolphin,18-Mar,N,RedRight,adrian,red,6,1,1,15.9375,10.53571429,0.33,0.111,-13.539,-16.628,-220,-190.7,-21.6,-9,-3.311758938,-4.067354972,-3.666666667,-3.178333333
19B167.09.11,2,iDolphin,18-Mar,N,RedRight,adrian,green,1,1,1,16,14.79310345,0.324,0.294,21.735,1.158,297.5,70.3,-3.9,26.3,5.316570308,0.283257111,4.958333333,1.171666667
19B167.09.12,2,iDolphin,18-Mar,N,RedRight,adrian,green,2,1,1,10.62068966,7.179104478,0.126,0.129,30.496,-26.589,426.1,-337.5,-31.6,35.1,7.459581454,-6.503898411,7.101666667,-5.625
19B167.09.22,2,iDolphin,18-Mar,N,RedRight,adrian,green,3,1,1,11.45652174,7.714285714,0.153,0.112,3.431,-10.235,28.8,-96.9,-15.2,8,0.839253136,-2.503571698,0.48,-1.615
19B167.09.21,2,iDolphin,18-Mar,N,RedRight,adrian,green,4,1,1,13.84848485,12.36363636,0.265,0.224,4.428,-1.871,43.6,25,-6.9,9,1.083128195,-0.457663258,0.726666667,0.416666667
19B167.09.31,2,iDolphin,18-Mar,N,RedRight,adrian,green,5,1,1,12.42857143,8.925,0.205,0.151,-3.628,4.613,-74.8,121.4,-0.4,0.9,-0.887441087,1.128380838,-1.246666667,2.023333333
19B167.09.32,2,iDolphin,18-Mar,N,RedRight,adrian,green,6,1,1,11.04651163,7.472527473,0.139,0.07,-19.631,-19.027,-310.1,-226,-24,-15.1,-4.801914288,-4.654170789,-5.168333333,-3.766666667
19B167.09.11,3,iDolphin,18-Mar,N,RedRight,adrian,red,1,1,1,20.42105263,18.5,0.423,0.397,15.474,-2.667,205.8,13.1,-7.7,20,3.785076664,-0.652371941,3.43,0.218333333
19B167.09.12,3,iDolphin,18-Mar,N,RedRight,adrian,red,2,1,1,16.81481481,11.63414634,0.353,0.185,21.41,-20.761,292,-251.9,-25.8,26,5.237072601,-5.07832178,4.866666667,-4.198333333
19B167.09.22,3,iDolphin,18-Mar,N,RedRight,adrian,red,3,1,1,16.25,11.44897959,0.342,0.155,-0.093,-12.059,-22.6,-123.2,-17.1,4.5,-0.022748628,-2.94973806,-0.376666667,-2.053333333
19B167.09.21,3,iDolphin,18-Mar,N,RedRight,adrian,red,4,1,1,18.95,17.35,0.396,0.352,2.419,-3.774,13.7,-2.7,-8.8,7,0.591708935,-0.923153985,0.228333333,-0.045
19B167.09.31,3,iDolphin,18-Mar,N,RedRight,adrian,red,5,1,1,18.17391304,15.33333333,0.389,0.309,-3.359,1.04,-70.2,68.8,-4,1.2,-0.821641296,0.254393261,-1.17,1.146666667
19B167.09.32,3,iDolphin,18-Mar,N,RedRight,adrian,red,6,1,1,16.10344828,10.61818182,0.335,0.114,-12.741,-16.647,-208.2,-190.7,-21.7,-8.2,-3.116561203,-4.072002535,-3.47,-3.178333333
19B167.09.11,3,iDolphin,18-Mar,N,RedRight,adrian,green,1,1,1,16.29166667,15.03333333,0.333,0.301,21.866,1.048,300.4,68.7,-4,26.4,5.348613998,0.256350132,5.006666667,1.145
19B167.09.12,3,iDolphin,18-Mar,N,RedRight,adrian,green,2,1,1,10.75,7.454545455,0.138,0.125,30.696,-26.962,429.6,-341.8,-32,35.3,7.508503003,-6.595137201,7.16,-5.696666667
19B167.09.22,3,iDolphin,18-Mar,N,RedRight,adrian,green,3,1,1,11.20454545,7.677777778,0.147,0.111,-6.723,-11.098,-120.5,-109.3,-16.1,-2.2,-1.644505542,-2.714669062,-2.008333333,-1.821666667
19B167.09.21,3,iDolphin,18-Mar,N,RedRight,adrian,green,4,1,1,14,12.72222222,0.27,0.229,4.042,-1.856,38.2,26.5,-6.9,8.6,0.988709166,-0.453994125,0.636666667,0.441666667
19B167.09.31,3,iDolphin,18-Mar,N,RedRight,adrian,green,5,1,1,12.60465116,9.230769231,0.212,0.154,-3.602,4.478,-74.2,119,-0.5,1,-0.881081256,1.095358639,-1.236666667,1.983333333
19B167.09.32,3,iDolphin,18-Mar,N,RedRight,adrian,green,6,1,1,11.11363636,7.428571429,0.141,0.074,-18.696,-19.172,-295.8,-228,-24.2,-14.1,-4.573205387,-4.689639015,-4.93,-3.8
