SampleID,Wgcolor,mtf_x_blue,mtf_x_green,mtf_x_red,mtf_y_blue,mtf_y_green,mtf_y_red,cra_x_blue,cra_x_green,cra_x_red,cra_y_blue,cra_y_green,cra_y_red,A,B,Average,A,B,Average,,blue,green,red,blue,green,red,blue,green,red,,,,,,,,,,
19b171.09.32,Blue,17.900000,20.000000,,18.800000,19.200000,,1.310000,0.710000,,2.310000,2.280000,,,,,,,,,,,,,,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
19b171.10.11,Blue,7.900000,12.600000,,10.300000,16.000000,,-0.580000,-0.680000,,-1.940000,0.180000,,,,,,,,,,,,,,,,,,,,,,,,,,,
19b171.10.12,Blue,24.400000,24.400000,,21.100000,21.900000,,-1.370000,-0.900000,,2.150000,2.260000,,,,,,,,,,,,,,,,,,,,,,,,,,,
19b171.10.21,Blue,24.300000,25.000000,,10.200000,13.100000,,-0.260000,-0.050000,,0.340000,0.810000,,,,,,,,,,,,,,,,,,,,,,,,,,,
19b171.10.22,Blue,26.100000,24.600000,,21.000000,22.000000,,1.190000,0.870000,,0.490000,1.270000,,,,,,,,,,,,,,,,,,,,,,,,,,,
19b171.10.31,Blue,22.900000,24.800000,,19.300000,21.900000,,2.210000,1.260000,,0.120000,1.390000,,,,,,,,,,,,,,,,,,,,,,,,,,,
19b171.10.32,Blue,15.200000,18.100000,,17.400000,18.800000,,0.880000,0.700000,,2.060000,2.230000,,,,,,,,,,,,,,,,,,,,,,,,,,,
19b171.12.11,Blue,24.900000,23.100000,,18.700000,20.800000,,-2.090000,-1.690000,,-2.240000,-0.950000,,,,,,,,,,,,,,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
19b171.12.12,Blue,23.600000,23.200000,,20.700000,21.800000,,-1.600000,-0.910000,,3.210000,3.040000,,,,,,,,,,,,,,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
19b171.12.21,Blue,22.400000,25.900000,,19.800000,22.900000,,0.110000,-0.330000,,-0.910000,-0.400000,,,,,,,,,,,,,,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
19b171.12.22,Blue,25.600000,25.300000,,21.300000,22.200000,,1.900000,1.390000,,0.720000,1.490000,,,,,,,,,,,,,,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
19b171.12.31,Blue,18.600000,23.600000,,17.900000,21.300000,,3.620000,2.090000,,-0.250000,1.260000,,,,,,,,,,,,,,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
19b171.12.32,Blue,16.500000,18.000000,,17.500000,18.700000,,1.080000,0.510000,,1.540000,1.840000,,,,,,,,,,,,,,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
19b157.03.11,Red,,11.000000,15.100000,,8.400000,16.900000,,-3.800000,-2.600000,,-2.900000,-2.2,,,,,,,,,,,,,,,,,,,,,,,,,,
19b157.03.12,Red,,10.900000,15.700000,,8.400000,16.900000,,-6.100000,-3.800000,,2.100000,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
19b157.03.21,Red,,12.000000,15.300000,,8.000000,15.700000,,0.100000,0.000000,,-0.400000,-2.7,,,,,,,,,,,,,,,,,,,,,,,,,,
19b157.03.22,Red,,11.900000,18.000000,,6.700000,16.900000,,0.300000,0.000000,,-0.500000,-1.3,,,,,,,,,,,,,,,,,,,,,,,,,,
19b157.03.31,Red,,10.000000,9.700000,,8.700000,12.700000,,4.300000,2.700000,,-4.500000,-3.8,,,,,,,,,,,,,,,,,,,,,,,,,,
19b157.03.32,Red,,11.100000,15.300000,,7.500000,16.600000,,3.300000,2.200000,,0.600000,-0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
19b157.04.11,Red,,8.500000,16.700000,,8.300000,18.300000,,-4.600000,-3.000000,,-4.000000,-2.3,,,,,,,,,,,,,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
19b157.04.12,Red,,8.300000,11.800000,,8.200000,14.600000,,-4.100000,-2.600000,,1.100000,0.1,,,,,,,,,,,,,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
19b157.04.21,Red,,9.500000,15.200000,,8.500000,16.000000,,0.900000,0.500000,,-2.600000,-1.9,,,,,,,,,,,,,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
19b157.04.22,Red,,10.200000,17.200000,,8.400000,18.700000,,1.200000,0.900000,,-1.000000,-0.7,,,,,,,,,,,,,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
19b157.04.31,Red,,11.400000,15.600000,,9.800000,18.000000,,3.900000,1.900000,,-3.900000,-2.8,,,,,,,,,,,,,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
19b157.04.32,Red,,11.300000,18.200000,,8.300000,19.000000,,2.200000,1.100000,,1.400000,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,
19b157.05.11,Red,,9.000000,17.400000,,9.500000,17.600000,,-4.200000,-3.600000,,-5.400000,-2.5,,,,,,,,,,,,,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
19b157.05.12,Red,,9.900000,15.200000,,9.200000,16.300000,,-4.200000,-3.500000,,0.300000,-0.1,,,,,,,,,,,,,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
19b157.05.21,Red,,11.700000,20.600000,,11.700000,18.900000,,0.100000,0.000000,,-3.300000,-2.1,,,,,,,,,,,,,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
19b157.05.22,Red,,11.400000,20.600000,,10.800000,19.400000,,0.500000,-0.200000,,-0.400000,-0.2,,,,,,,,,,,,,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
19b157.05.31,Red,,9.100000,13.600000,,11.700000,16.700000,,5.000000,2.200000,,-4.800000,-2.9,,,,,,,,,,,,,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
19b157.05.32,Red,,11.200000,18.700000,,9.000000,20.000000,,3.900000,1.900000,,0.400000,0.4,,,,,,,,,,,,,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
19b157.06.11,Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19b157.06.12,Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19b157.06.21,Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19b157.06.22,Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19b157.06.31,Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19b157.06.32,Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19b157.07.11,Red,,10.500000,16.000000,,12.800000,17.500000,,-2.610000,-2.160000,,-2.830000,-0.94,,,,,,,,,,,,,,,,,,,,,,,,,,
19b157.07.12,Red,,10.000000,15.500000,,11.400000,16.800000,,-2.490000,-2.030000,,2.140000,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,
19b157.07.21,Red,,15.800000,17.400000,,16.800000,17.200000,,0.100000,-0.650000,,-1.580000,-0.67,,,,,,,,,,,,,,,,,,,,,,,,,,
19b157.07.22,Red,,13.200000,17.800000,,13.800000,17.300000,,1.370000,-0.250000,,-0.120000,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,
19b157.07.31,Red,,12.300000,14.200000,,13.100000,17.100000,,4.100000,1.860000,,-3.790000,-1.89,,,,,,,,,,,,,,,,,,,,,,,,,,
19b157.07.32,Red,,15.500000,17.700000,,13.300000,18.500000,,2.670000,1.350000,,2.170000,2.07,,,,,,,,,,,,,,,,,,,,,,,,,,
19b157.08.11,Red,,12.700000,17.300000,,8.700000,16.800000,,-2.940000,-2.880000,,-4.550000,-2,,,,,,,,,,,,,,,,,,,,,,,,,,
19b157.08.12,Red,,11.900000,19.700000,,12.600000,18.700000,,-4.250000,-3.410000,,1.010000,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,
19b157.08.21,Red,,15.000000,16.500000,,13.000000,16.700000,,1.020000,0.160000,,-2.560000,-1.26,,,,,,,,,,,,,,,,,,,,,,,,,,
19b157.08.22,Red,,15.400000,19.900000,,13.800000,17.700000,,2.100000,0.490000,,-1.880000,-0.35,,,,,,,,,,,,,,,,,,,,,,,,,,
19b157.08.31,Red,,11.800000,15.400000,,10.900000,16.200000,,5.300000,2.460000,,-5.530000,-3,,,,,,,,,,,,,,,,,,,,,,,,,,
19b157.08.32,Red,,13.300000,15.800000,,11.600000,17.100000,,3.410000,2.220000,,0.970000,1.15,,,,,,,,,,,,,,,,,,,,,,,,,,
19b157.09.11,Red,,9.300000,13.700000,,9.100000,15.000000,,-5.190000,-4.240000,,-5.560000,-2.39,,,,,,,,,,,,,,,,,,,,,,,,,,
19b157.09.12,Red,,11.700000,11.600000,,13.500000,13.700000,,-3.610000,-3.280000,,-0.580000,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,
19b157.09.21,Red,,15.400000,18.400000,,16.500000,17.500000,,0.140000,-0.260000,,-3.570000,-2.02,,,,,,,,,,,,,,,,,,,,,,,,,,
19b157.09.22,Red,,13.600000,18.900000,,12.200000,17.600000,,0.420000,-0.720000,,-2.500000,-0.76,,,,,,,,,,,,,,,,,,,,,,,,,,
19b157.09.31,Red,,12.100000,15.900000,,10.900000,17.500000,,6.200000,3.070000,,-6.990000,-3.98,,,,,,,,,,,,,,,,,,,,,,,,,,
19b157.09.32,Red,,14.400000,16.600000,,12.700000,17.800000,,3.440000,2.020000,,-1.100000,-0.06,,,,,,,,,,,,,,,,,,,,,,,,,,
19b157.10.11,Red,,12.700000,17.800000,,11.400000,18.500000,,-2.210000,-2.210000,,-3.820000,-1.45,,,,,,,,,,,,,,,,,,,,,,,,,,
19b157.10.12,Red,,9.600000,11.900000,,10.200000,14.200000,,-1.050000,-1.290000,,1.400000,1.14,,,,,,,,,,,,,,,,,,,,,,,,,,
19b157.10.21,Red,,5.900000,12.300000,,9.100000,15.200000,,-3.460000,-1.510000,,0.190000,-0.28,,,,,,,,,,,,,,,,,,,,,,,,,,
19b157.10.22,Red,,14.400000,20.600000,,15.300000,19.700000,,1.960000,0.430000,,-1.930000,-0.28,,,,,,,,,,,,,,,,,,,,,,,,,,
19b157.10.31,Red,,13.700000,17.600000,,16.300000,19.300000,,4.940000,2.480000,,-3.870000,-2.12,,,,,,,,,,,,,,,,,,,,,,,,,,
19b157.10.32,Red,,15.500000,18.300000,,14.500000,19.800000,,3.420000,2.100000,,0.290000,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,
19b157.11.11,Red,,11.400000,15.300000,,12.900000,17.000000,,-3.230000,-2.960000,,-1.530000,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,
19b157.11.12,Red,,11.700000,19.000000,,12.200000,18.400000,,-2.770000,-2.270000,,1.220000,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,
19b157.11.21,Red,,13.600000,18.800000,,14.500000,20.200000,,-0.560000,-0.480000,,-0.110000,-0.01,,,,,,,,,,,,,,,,,,,,,,,,,,
19b157.11.22,Red,,17.100000,20.000000,,17.500000,19.100000,,0.440000,-0.550000,,-0.650000,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,
19b157.11.31,Red,,13.000000,16.000000,,13.800000,18.400000,,3.350000,1.350000,,-3.430000,-1.98,,,,,,,,,,,,,,,,,,,,,,,,,,
19b157.11.32,Red,,13.900000,16.500000,,13.800000,18.500000,,0.420000,-0.020000,,1.670000,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,
19b157.12.11,Red,,14.100000,15.900000,,10.500000,16.300000,,-0.480000,-1.540000,,-4.890000,-2.41,,,,,,,,,,,,,,,,,,,,,,,,,,
19b157.12.12,Red,,13.700000,17.300000,,12.100000,17.500000,,-0.670000,-1.000000,,-0.060000,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,
19b157.12.21,Red,,14.500000,15.000000,,15.500000,17.300000,,2.830000,1.220000,,-3.450000,-2.13,,,,,,,,,,,,,,,,,,,,,,,,,,
19b157.12.22,Red,,11.300000,16.800000,,12.300000,18.500000,,3.820000,1.280000,,-2.450000,-0.58,,,,,,,,,,,,,,,,,,,,,,,,,,
19b157.12.31,Red,,9.700000,14.900000,,11.800000,17.500000,,6.230000,2.930000,,-4.770000,-2.65,,,,,,,,,,,,,,,,,,,,,,,,,,
19b157.12.32,Red,,10.000000,14.900000,,10.900000,16.800000,,4.080000,2.230000,,-0.830000,-0.31,,,,,,,,,,,,,,,,,,,,,,,,,,
19b162.04.11,Red,,12.600000,16.000000,,10.100000,16.400000,,-3.360000,-2.980000,,-5.790000,-2.96,,,,,,,,,,,,,,,,,,,,,,,,,,
19b162.04.12,Red,,11.000000,19.400000,,11.800000,18.400000,,-4.170000,-3.160000,,1.200000,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,
19b162.04.21,Red,,16.200000,20.100000,,15.600000,19.000000,,0.700000,-0.060000,,-2.170000,-0.84,,,,,,,,,,,,,,,,,,,,,,,,,,
19b162.04.22,Red,,15.500000,18.600000,,15.200000,17.900000,,1.350000,0.010000,,-1.340000,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,
19b162.04.31,Red,,10.800000,14.300000,,12.600000,17.200000,,4.300000,1.800000,,-3.310000,-1.35,,,,,,,,,,,,,,,,,,,,,,,,,,
19b162.04.32,Red,,15.900000,18.900000,,14.700000,19.500000,,2.920000,1.980000,,1.730000,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,
19b175.02.11,Red,,7.700000,13.000000,,7.800000,12.600000,,-4.750000,-3.780000,,-1.480000,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,
19b175.02.12,Red,,10.300000,14.200000,,8.100000,15.000000,,-1.860000,-2.130000,,0.400000,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,
19b175.02.21,Red,,13.600000,16.900000,,11.900000,17.700000,,-0.280000,-0.830000,,-0.100000,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,
19b175.02.22,Red,,6.700000,11.700000,,8.600000,12.900000,,1.630000,0.760000,,-2.300000,-0.64,,,,,,,,,,,,,,,,,,,,,,,,,,
19b175.02.31,Red,,7.700000,9.200000,,6.100000,8.000000,,3.770000,1.760000,,-2.610000,-0.81,,,,,,,,,,,,,,,,,,,,,,,,,,
19b175.02.32,Red,,9.300000,15.400000,,10.000000,15.600000,,1.100000,0.400000,,-0.710000,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
19b175.03.11,Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19b175.03.12,Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19b175.03.21,Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19b175.03.22,Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19b175.03.31,Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19b175.03.32,Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19b175.04.11,Red,,9.800000,17.000000,,7.200000,17.000000,,-2.100000,-1.300000,,-1.500000,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
19b175.04.12,Red,,6.700000,9.900000,,6.400000,13.000000,,-3.100000,-2.300000,,1.200000,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
19b175.04.21,Red,,8.200000,18.400000,,6.700000,18.200000,,-0.400000,-0.200000,,-1.200000,-1.2,,,,,,,,,,,,,,,,,,,,,,,,,,
19b175.04.22,Red,,,11.400000,,,10.000000,,,0.000000,,,-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,
19b175.04.31,Red,,,19.100000,,,16.900000,,,0.900000,,,-2.8,,,,,,,,,,,,,,,,,,,,,,,,,,
19b175.04.32,Red,,,17.600000,,,18.100000,,,-1.100000,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,
19b175.06.11,Red,,7.800000,14.800000,,9.600000,15.400000,,0.260000,-0.420000,,-1.750000,-0.12,,,,,,,,,,,,,,,,,,,,,,,,,,
19b175.06.12,Red,,7.500000,11.700000,,10.500000,15.800000,,-0.900000,-1.420000,,1.080000,1.12,,,,,,,,,,,,,,,,,,,,,,,,,,
19b175.06.21,Red,,15.300000,17.300000,,16.000000,18.000000,,2.660000,0.920000,,-2.140000,-0.9,,,,,,,,,,,,,,,,,,,,,,,,,,
19b175.06.22,Red,,10.700000,10.600000,,13.300000,13.400000,,1.760000,1.760000,,-1.530000,-1.49,,,,,,,,,,,,,,,,,,,,,,,,,,
19b175.06.31,Red,,12.500000,16.400000,,12.600000,17.600000,,4.480000,2.030000,,-4.730000,-2.51,,,,,,,,,,,,,,,,,,,,,,,,,,
19b175.06.32,Red,,13.400000,13.400000,,14.700000,14.700000,,1.450000,1.500000,,-0.320000,-0.37,,,,,,,,,,,,,,,,,,,,,,,,,,
19b175.07.11,Red,,10.100000,14.700000,,7.500000,14.900000,,-1.760000,-1.950000,,-1.910000,-1.45,,,,,,,,,,,,,,,,,,,,,,,,,,
19b175.07.12,Red,,6.600000,8.200000,,5.300000,9.700000,,-2.940000,-1.820000,,0.220000,-1.47,,,,,,,,,,,,,,,,,,,,,,,,,,
19b175.07.21,Red,,9.000000,9.400000,,8.200000,12.500000,,0.460000,0.040000,,1.160000,-1.02,,,,,,,,,,,,,,,,,,,,,,,,,,
19b175.07.22,Red,,8.700000,9.900000,,6.900000,12.800000,,0.820000,0.360000,,-1.200000,-1.51,,,,,,,,,,,,,,,,,,,,,,,,,,
19b175.07.31,Red,,8.200000,10.400000,,6.700000,12.800000,,2.520000,1.190000,,-1.190000,-1.81,,,,,,,,,,,,,,,,,,,,,,,,,,
19b175.07.32,Red,,7.800000,7.700000,,5.800000,10.300000,,1.690000,1.380000,,0.990000,-0.31,,,,,,,,,,,,,,,,,,,,,,,,,,
19b175.08.11,Red,,10.800000,17.300000,,13.400000,18.200000,,-4.800000,-3.500000,,-4.600000,-2,,,,,,,,,,,,,,,,,,,,,,,,,,
19b175.08.12,Red,,11.000000,14.300000,,11.900000,17.000000,,-4.100000,-3.500000,,2.300000,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,
19b175.08.21,Red,,16.300000,18.100000,,12.800000,18.600000,,0.500000,-0.600000,,-3.200000,-1.5,,,,,,,,,,,,,,,,,,,,,,,,,,
19b175.08.22,Red,,13.300000,20.700000,,16.600000,21.500000,,2.000000,0.300000,,-0.600000,1,,,,,,,,,,,,,,,,,,,,,,,,,,
19b175.08.31,Red,,14.700000,19.500000,,12.800000,20.400000,,5.300000,2.500000,,-5.600000,-2.8,,,,,,,,,,,,,,,,,,,,,,,,,,
19b175.08.32,Red,,16.300000,20.600000,,19.100000,22.700000,,4.300000,2.200000,,1.400000,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,
19b175.09.11,Red,,8.000000,14.800000,,7.500000,15.900000,,-4.400000,-2.600000,,-4.200000,-2.4,,,,,,,,,,,,,,,,,,,,,,,,,,
19b175.09.12,Red,,7.100000,12.300000,,7.000000,15.800000,,-5.600000,-2.900000,,2.100000,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
19b175.09.21,Red,,10.200000,18.000000,,8.100000,17.300000,,0.200000,0.200000,,-3.200000,-2.5,,,,,,,,,,,,,,,,,,,,,,,,,,
19b175.09.22,Red,,9.900000,17.300000,,8.000000,18.000000,,0.800000,0.400000,,-1.200000,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
19b175.09.31,Red,,10.900000,17.200000,,7.900000,16.900000,,6.000000,3.700000,,-5.700000,-4,,,,,,,,,,,,,,,,,,,,,,,,,,
19b175.09.32,Red,,12.000000,19.200000,,8.000000,20.400000,,3.300000,2.700000,,1.200000,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,
19b175.10.11,Red,,9.200000,15.000000,,7.200000,15.000000,,-5.800000,-3.500000,,-3.400000,-3.4,,,,,,,,,,,,,,,,,,,,,,,,,,
19b175.10.12,Red,,9.500000,11.400000,,7.400000,14.400000,,-6.700000,-3.600000,,2.800000,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,
19b175.10.21,Red,,12.300000,18.000000,,8.300000,16.000000,,-0.600000,-0.200000,,-4.400000,-4.3,,,,,,,,,,,,,,,,,,,,,,,,,,
19b175.10.22,Red,,7.200000,13.800000,,6.000000,13.800000,,0.700000,0.400000,,-0.800000,-1.3,,,,,,,,,,,,,,,,,,,,,,,,,,
19b175.10.31,Red,,8.800000,14.200000,,7.400000,14.800000,,4.300000,2.300000,,-5.800000,-4.8,,,,,,,,,,,,,,,,,,,,,,,,,,
19b175.10.32,Red,,9.700000,13.400000,,6.700000,14.600000,,2.600000,1.900000,,1.200000,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
19b175.11.11,Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19b175.11.12,Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19b175.11.21,Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19b175.11.22,Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19b175.11.31,Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19b175.11.32,Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19b175.12.11,Red,,9.700000,13.800000,,8.000000,15.000000,,-6.000000,-3.500000,,-2.700000,-3.1,,,,,,,,,,,,,,,,,,,,,,,,,,
19b175.12.12,Red,,8.100000,13.500000,,6.900000,14.800000,,-5.300000,-2.900000,,1.100000,-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,
19b175.12.21,Red,,10.300000,15.600000,,8.100000,14.500000,,-0.200000,0.200000,,-4.500000,-4.1,,,,,,,,,,,,,,,,,,,,,,,,,,
19b175.12.22,Red,,7.900000,14.500000,,6.500000,16.700000,,0.300000,0.500000,,0.400000,-0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
19b175.12.31,Red,,9.900000,13.500000,,7.800000,14.900000,,4.100000,2.700000,,-6.700000,-5.2,,,,,,,,,,,,,,,,,,,,,,,,,,
19b175.12.32,Red,,10.400000,16.300000,,7.100000,17.700000,,3.000000,2.200000,,1.500000,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,
19b175.13.11,Red,,10.000000,17.500000,,8.600000,17.700000,,-2.100000,-1.100000,,-2.600000,-1.7,,,,,,,,,,,,,,,,,,,,,,,,,,
19b175.13.12,Red,,7.900000,12.100000,,7.500000,14.800000,,-2.400000,-1.300000,,0.100000,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,
19b175.13.21,Red,,7.000000,10.300000,,7.900000,14.200000,,0.100000,-0.300000,,-1.200000,-1,,,,,,,,,,,,,,,,,,,,,,,,,,
19b175.13.22,Red,,9.400000,15.900000,,7.900000,17.000000,,0.700000,0.500000,,-2.200000,-1.6,,,,,,,,,,,,,,,,,,,,,,,,,,
19b175.13.31,Red,,9.900000,15.800000,,9.100000,17.000000,,1.900000,1.100000,,-3.400000,-2.6,,,,,,,,,,,,,,,,,,,,,,,,,,
19b175.13.32,Red,,9.800000,17.200000,,8.300000,17.400000,,0.400000,0.500000,,-0.100000,-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,
